;B302004075;B302047407;B9011919;B144799;B2371301;B302003714;B9011899;B144753;B148397;B149079;B147743;B147813;B148411;B147854;B147967;B302003809;B2371142;B302047620;B302003490;B302003491;B302003502;B302004609;B148390;B302004900;B302004963;B302005145;B302005123;B147732;B302003481;B302003605;B302047748;B302040760;B148389;B2366180;B302022703;B2365832;B148472;B302004712;B2371423;B302003523;B302003997;B144883;B147890;B147891;B147892;B147893;B147894;B148187;B148188;B148189;B148190;B148191;B148195;B148200;B148225;B144826;B144827;B144828;B144829;B144830;B144832;B144834;B144835;B144836;B144838;B144840;B144842;B144843;B144844;B144845;B144846;B144848;B144851;B302047285;B140995;B144854;B302003407;B148374;B2365849;B3169117;B148308;B9011601;B148479;B2366128;B2366130;B302004856;B2366364;B3169173;B9039319;B147292;B302005165;B148157;B144780;B2371037;B2370933;B302047376;B148178;B2370935;B148269;B2371345;B148576;B302061490;B302021450;B302023364;B302061489;B302004269;B302047394;B2371154;B302031998;B302031999;B302004277;B302047287;B148193;B302040617;B2371363;B302047541;B2371408;B302022469;B302047278;B144902;B2365831;B9011880;B148145;B148156;B2371397;B147146;B302022521;B9001408;B148504;B2365846;B2371314;B2370982;B302003902;B302003673;B148570;B2371056;B2371136;B9001565;B144910;B9040174;B144764;B144765;B2371471;B2371173;B2371361;B9001281;B9039412;B148278;B144759;B302047398;B144784;B302003492;B147182;B147183;B302003689;B2366282;B302003431;B147108;B302047590
10;-35576.18558654872;-20546.88335646858;-62103.67175285693;-33695.393491057155;-96760.69963899544;;-60682.20706951476;-28253.94812640232;-27601.13839527668;-27492.66807092355;-20348.975337328975;-18001.191877279107;-27918.73364516163;-41048.98285545281;-26982.513033496165;-56719.241519982184;-23304.98514114859;-9821.456222066405;-12943.812474984758;-11446.935840983679;-14638.047844991994;;-22682.80937283246;-13125.959427414105;-11338.940578323583;-25718.102684628997;-7335.842739451647;-16624.646126509517;;;;-49110.083069410015;-25572.334032049977;-38621.909688845495;-57734.27314591585;-73170.93429284309;-33699.15840825542;-79881.88296074668;-130625.64044311184;-39937.83426471942;-20543.397788341226;-35841.56221803255;-32691.547091249337;-32530.216335216326;-32966.9468564725;-27931.537873394023;-31911.742472337715;-32467.52990253475;-26858.07964098874;-26839.618724449756;-33415.885060210036;-26060.557784991237;-20830.669291906415;-41889.94783913755;-30573.396275334748;-30831.36483238045;-19748.522732311216;-17481.119532622604;-27576.461399870124;-18603.038493575958;-27941.09928021406;-21222.944513911105;-31417.983195988938;-25398.08422427816;-28026.55589124223;-22177.629733936737;-26860.395353166106;-21255.484390219353;-32062.02924706696;-22167.320562585053;-18965.747933007493;-33000.49608074189;-13325.846030118093;-30939.677780453847;-34576.44819846973;-28052.71479802302;-13097.413650778833;-22011.467679855377;-26814.80547652616;-25741.07961730478;-58910.91694630719;-46306.27237467265;-48880.19032081426;-213303.9891620738;-52080.26048868632;-34569.70582599666;-43082.61390930074;-18971.024660573636;-26314.29355915793;-17024.530935365;-18866.335890008697;-90034.23151102848;-17732.83502595326;-25345.845354435998;-34178.74751589378;-27255.635489004944;-51395.54947189291;-48453.80173889424;-31451.125767990117;-21256.244789405348;-51921.98891008992;;-6787.688850382058;-13192.945978504182;;;-4167.82304851987;;-16248.21003586979;1225.0;;;-44456.42421854272;;-34266.92384483587;-18175.73363244026;-49743.511791748075;-21518.053425961305;;-39951.09127103269;-27432.307625169233;-118223.28743313393;-73385.86559017887;-45113.71254560046;-73277.29038495438;-99682.43756370808;-11352.255387948686;-242841.72034454334;-48726.727452516265;-70572.76888122219;-30511.23623909213;-47423.1731729703;-46519.035535878196;-23530.792099984057;-76623.51849385774;-22481.34404622873;-38389.52683872943;-31331.272637904312;-66711.09959049462;-29566.521962873452;-94690.96213065289;-108259.29721786191;-107291.2360517504;-66000.40420879246;-34801.572769219056;-94472.7887065492;-31999.479780960788;-24202.558012144993;-19422.89858954711;-11534.539453630796;-11998.376633146137;-11631.922536517086;-22947.255656657573;-22572.255656657573;-14702.737178162464;;-17201.505702524966;-15393.016593329678;-13203.21025203108
11;-33936.49467745782;-19622.360629195853;-59336.01266194784;-32126.993491057157;-92410.69963899544;;-57795.39797860568;-26970.71176276596;-26353.547486185777;-26245.077161832647;-19414.42988278352;-17173.98733182456;-26657.09728152526;-39149.164673634645;-25770.567578950715;-53863.25288361855;-22199.976050239504;-9388.25167661186;-12386.835202257485;-10951.84493189277;-13992.229663173814;;-21613.445736468828;-12533.959427414105;-10843.849669232675;-24503.19359371991;-7023.2972849061925;-15846.10067196406;;;;-46666.29897850093;-24404.15221386816;-36875.28241611823;-54848.841327734044;-69723.57974738855;-32020.985680982696;-75956.88296074668;-124050.64044311184;-38069.679719264896;-19608.85233379577;-34131.725854396194;-31336.456182158425;-31175.125426125414;-31611.85594738159;-26716.628782484935;-30557.215199610448;-31113.00262980748;-25736.625095534197;-25718.164178995212;-32025.712332937317;-24955.54869408215;-19896.12383736096;-40178.96602095574;-29265.032638971108;-29583.773923289544;-18921.318186856668;-16702.57407807715;-26435.806854415583;-17775.83394812141;-26726.190189304973;-20347.080877547465;-30099.101377807125;-24323.356951550886;-26778.964982151327;-21196.35700666401;-25755.38626225702;-20330.961662946625;-30800.39288343059;-21186.047835312325;-18138.543387552945;-31610.323353469168;-12733.846030118093;-29549.505053181125;-32972.40274392428;-26744.35116165938;-12540.436378051561;-20983.467679855377;-25567.214567435254;-24529.13416275933;-56319.91694630719;-44026.49055649083;-46790.39032081427;-204028.9891620738;-49832.142306868154;-33001.305825996664;-40961.15027293711;-18095.161024209996;-25099.38446824884;-16271.076389910459;-17990.472253645057;-85959.23151102848;-16905.630480498712;-24169.545354436003;-32574.702061348333;-25972.399125368585;-49179.09492643837;-46364.00173889425;-29989.662131626486;-20274.97206213262;-49242.65936463538;;-6478.25703220024;-12635.96870577691;;;-3980.3988212471427;;-15548.573672233426;1225.0;;;-42334.9605821791;;-32557.087481199505;-17348.529086985713;-47653.71179174809;-20536.780698688577;;-38051.27308921452;-26170.671261532865;-113073.28743313393;-70358.92013563342;-43213.89436378229;-70250.34493040893;-95357.43756370808;-10857.164478857778;-232366.72034454334;-46668.59108887991;-67657.93251758582;-29263.645330001225;-45428.36408206122;-44134.137808605476;-22456.064827256785;-73456.43667567593;-21406.616773501457;-36521.37229327489;-29905.454456086136;-63487.963226858265;-28211.994690146184;-90290.96213065289;-103234.29721786191;-102316.2360517504;-62805.29511788336;-33233.17276921906;-89747.7887065492;-30538.016144597157;-23081.10346669045;-18547.03495318347;-11039.448544539888;-11460.194814964321;-11136.831627426178;-21919.255656657573;-21544.255656657573;-14056.918996344284;;-16422.96024797951;-14747.198411511497;-12646.232979303808
12;-49536.8037683669;-29037.837901923125;-90128.35357103875;-47118.59349105715;-141660.69963899543;;-87208.58888769659;-39527.475399129595;-38605.95657709486;-38497.486252741735;-29279.884428238063;-25766.78278637001;-39415.46091788889;-59249.34649181645;-37718.62212440526;-85587.26424725492;-33234.966959330406;-13775.047131157316;-17569.85792953021;-15736.754022801862;-20466.41148135563;;-32344.082100105188;-18601.959427414105;-15628.758760141767;-36848.28450281082;-10150.751830360736;-24027.555217418605;;;;-74042.51488759184;-36335.970395686345;-53388.65514339095;-86883.40950955224;-104576.22520193401;-49962.81295370997;-120531.88296074668;-197775.64044311186;-57861.52517381034;-29474.306879250315;-52381.88949075982;-44921.36527306752;-44760.0345170345;-45196.76503829068;-39061.71969157585;-43722.68792688317;-44278.475357080206;-37255.17055007965;-37236.70963354067;-45495.539605664584;-35990.539603173056;-29761.578382815504;-56387.984202773914;-42436.66900260747;-41836.183014198636;-27514.11364140212;-24884.028623531693;-37775.152308961035;-26368.629402666862;-39071.281098395884;-29351.217241183826;-42960.2195596253;-35428.629678823614;-39031.37407306041;-31475.08427939128;-36790.37717134793;-29746.438935673898;-43558.756519794224;-31464.775108039597;-26731.338842098397;-45080.15062619644;-18801.846030118093;-43019.33232590839;-48268.35728937882;-39915.98752529574;-17723.45910532429;-31675.467679855377;-37819.62365834434;-36477.18870821387;-85248.91694630719;-67826.70873830901;-68740.59032081427;-307453.9891620738;-73324.02412504997;-47992.905825996655;-63219.686636573475;-27099.297387846356;-37444.47537733975;-23557.62184445591;-26994.608617281418;-132184.23151102848;-25498.425935044164;-35813.245354436;-47870.65660680288;-38529.162761732216;-72362.64038098382;-68314.20173889425;-44068.19849526284;-30553.69933485989;-79103.32981918083;;-10068.825214018423;-17818.991433049636;;;-6312.974593974415;;-22428.93730859706;1225.0;;;-64593.49694581546;;-50807.25111756314;-25941.324541531165;-69603.91179174809;-30815.50797141585;;-58151.45490739633;-38929.0348978965;-171123.28743313393;-101131.97468108797;-63314.0761819641;-101023.39947586348;-144332.43756370808;-15642.07356976687;-348991.72034454334;-68310.45472524354;-97343.09615394946;-41516.05442091031;-66453.55499115211;-70889.24008133275;-33561.33755452951;-105589.35485749411;-32511.889500774185;-56313.217747820345;-43679.63627426795;-96164.8268632219;-41377.46741741891;-140090.9621306529;-159909.29721786192;-158441.2360517504;-95210.18602697428;-48224.77276921905;-143122.78870654918;-44616.55250823351;-34599.6489212359;-27551.17131681983;-15824.35763544898;-17122.0129967825;-15921.74071833527;-32611.255656657573;-32236.255656657573;-20531.1008145261;;-24604.414793434054;-21221.380229693314;-17829.255706576536
13;-47897.11285927599;-28113.3151746504;-87360.69448012966;-45550.19349105715;-137310.69963899543;;-84321.7797967875;-38244.23903549323;-37358.36566800395;-37249.89534365082;-28345.338973692607;-24939.57824091547;-38153.82455425253;-57349.52830999828;-36506.6766698598;-82731.27561089129;-32129.957868421316;-13341.84258570277;-17012.88065680294;-15241.663113710953;-19820.593299537453;;-31274.71846374155;-18009.959427414105;-15133.667851050857;-35633.375411901725;-9838.206375815282;-23249.009762873153;;;;-71598.73079668275;-35167.78857750452;-51642.027870663675;-83997.97769137041;-101128.87065647944;-48284.64022643724;-116606.88296074668;-191200.64044311186;-55993.3706283558;-28539.76142470486;-50672.053127123465;-43566.27436397661;-43404.9436079436;-43841.674129199775;-37846.81060066675;-42368.16065415589;-42923.94808435292;-36133.71600462511;-36115.25508808612;-44105.366878391855;-34885.53051226396;-28827.032928270048;-54677.002384592095;-41128.30536624384;-40588.592105107724;-26686.90909594758;-24105.48316898624;-36634.497763506486;-25541.42485721232;-37856.37200748679;-28475.353604820193;-41641.33774144348;-34353.90240609634;-37783.7831639695;-30493.811552118554;-35685.368080438835;-28821.916208401173;-42297.120156157864;-30483.50238076687;-25904.134296643857;-43689.97789892371;-18209.846030118093;-41629.15959863566;-46664.31183483336;-38607.62388893211;-17166.48183259702;-30647.467679855377;-36572.03274925343;-35265.243253668414;-82657.91694630719;-65546.9269201272;-66650.79032081427;-298178.9891620738;-71075.90594323179;-46424.50582599665;-61098.22300020984;-26223.433751482724;-36229.56628643066;-22804.16729900137;-26118.744980917785;-128109.23151102848;-24671.221389589624;-34636.945354436;-46266.611152257414;-37245.92639809585;-70146.18583552928;-66224.40173889424;-42606.7348588992;-29572.426607587164;-76424.00027372628;;-9759.393395836605;-17262.014160322364;;;-6125.550366701688;;-21729.3009449607;1225.0;;;-62472.03330945182;;-49097.41475392678;-25114.119996076624;-67514.11179174809;-29834.23524414312;;-56251.63672557815;-37667.39853426014;-165973.28743313393;-98105.02922654251;-61414.25800014592;-97996.45402131802;-140007.43756370808;-15146.98266067596;-338516.72034454334;-66252.31836160719;-94428.2597903131;-40268.4635118194;-64458.745900243026;-68504.34235406002;-32486.61028180224;-102422.27303931228;-31437.162228046913;-54445.063202365796;-42253.81809244976;-92941.69049958553;-40022.94014469163;-135690.9621306529;-154884.29721786192;-153466.2360517504;-92015.07693606518;-46656.37276921905;-138397.78870654918;-43155.08887186987;-33478.19437578136;-26675.307680456197;-15329.26672635807;-16583.831178600685;-15426.64980924436;-31583.255656657573;-31208.255656657573;-19885.282632707924;;-23825.869338888602;-20575.562047875137;-17272.278433849264
14;-46257.42195018509;-27188.79244737767;-84593.03538922056;-43981.79349105716;-132960.69963899543;;-81434.97070587841;-36961.00267185687;-36110.774758913045;-36002.30443455992;-27410.79351914716;-24112.373695460923;-36892.18819061617;-55449.710128180086;-35294.73121531435;-79875.28697452764;-31024.94877751223;-12908.638040248225;-16455.903384075664;-14746.572204620043;-19174.77511771927;;-30205.354827377916;-17417.959427414105;-14638.576941959947;-34418.466320992644;-9525.660921269828;-22470.464308327697;;;;-69154.94670577365;-33999.60675932271;-49895.40059793641;-81112.54587318859;-97681.5161110249;-46606.467499164515;-112681.88296074668;-184625.64044311186;-54125.21608290126;-27605.21597015941;-48962.2167634871;-42211.18345488571;-42049.852698852694;-42486.58322010887;-36631.90150975767;-41013.63338142862;-41569.420811625656;-35012.261459170564;-34993.80054263158;-42715.19415111913;-33780.521421354875;-27892.4874737246;-52966.02056641028;-39819.94172988021;-39341.00119601682;-25859.704550493032;-23326.937714440784;-35493.843218051945;-24714.220311757774;-36641.46291657771;-27599.489968456557;-40322.45592326167;-33279.17513336907;-36536.192254878595;-29512.538824845833;-34580.35898952975;-27897.39348112844;-41035.4837925215;-29502.22965349415;-25076.92975118931;-42299.80517165099;-17617.846030118093;-40238.98687136294;-45060.26638028791;-37299.26025256848;-16609.504559869743;-29619.467679855385;-35324.44184016252;-34053.29779912296;-80066.91694630719;-63267.14510194539;-64560.99032081427;-288903.9891620738;-68827.78776141361;-44856.10582599666;-58976.7593638462;-25347.570115119088;-35014.65719552158;-22050.71275354682;-25242.88134455415;-124034.23151102848;-23844.016844135076;-33460.645354436005;-44662.565697711965;-35962.69003445949;-67929.73129007473;-64134.60173889426;-41145.27122253557;-28591.153880314443;-73744.67072827173;;-9449.961577654785;-16705.036887595088;;;-5938.126139428961;;-21029.664581324334;1225.0;;;-60350.56967308819;;-47387.578390290415;-24286.915450622077;-65424.311791748085;-28852.9625168704;;-54351.81854375997;-36405.76217062378;-160823.28743313393;-95078.08377199706;-59514.43981832774;-94969.50856677257;-135682.43756370808;-14651.89175158505;-328041.72034454334;-64194.18199797082;-91513.42342667673;-39020.872602728494;-62463.93680933394;-66119.44462678728;-31411.88300907497;-99255.19122113046;-30362.43495531964;-52576.908656911255;-40827.99991063158;-89718.55413594916;-38668.41287196436;-131290.9621306529;-149859.29721786192;-148491.2360517504;-88819.96784515609;-45087.97276921906;-133672.78870654918;-41693.62523550624;-32356.739830326816;-25799.44404409256;-14834.17581726716;-16045.649360418865;-14931.55890015345;-30555.255656657577;-30180.255656657577;-19239.46445088974;;-23047.323884343146;-19929.743866056953;-16715.301161121988
15;-44617.73104109417;-26264.269720104945;-81825.37629831147;-42413.39349105715;-128610.69963899544;;-78548.16161496931;-35677.7663082205;-34863.18384982213;-34754.71352546901;-26476.2480646017;-23285.16915000638;-35630.551826979805;-53549.89194636191;-34082.78576076889;-77019.29833816401;-29919.93968660314;-12475.433494793679;-15898.926111348397;-14251.481295529135;-18528.956935901086;;-29135.991191014276;-16825.959427414105;-14143.48603286904;-33203.55723008354;-9213.115466724374;-21691.918853782245;;;;-66711.16261486456;-32831.42494114089;-48148.77332520913;-78227.11405500678;-94234.16156557035;-44928.294771891786;-108756.88296074668;-178050.64044311186;-52257.0615374467;-26670.67051561395;-47252.380399850736;-40856.09254579479;-40694.761789761775;-41131.49231101795;-35416.99241884857;-39659.106108701344;-40214.89353889838;-33890.80691371601;-33872.34599717703;-41325.0214238464;-32675.51233044579;-26957.94201917914;-51255.038748228464;-38511.57809351657;-38093.41028692591;-25032.500005038488;-22548.392259895332;-34353.1886725974;-23887.01576630323;-35426.553825668605;-26723.62633209292;-39003.574105079846;-32204.447860641798;-35288.60134578768;-28531.266097573098;-33475.34989862066;-26972.870753855717;-39773.847428885136;-28520.956926221414;-24249.725205734765;-40909.63244437826;-17025.846030118093;-38848.81414409021;-43456.220925742455;-35990.89661620484;-16052.527287142473;-28591.467679855377;-34076.85093107161;-32841.352344577506;-77475.91694630719;-60987.36328376356;-62471.19032081426;-279628.9891620738;-66579.66957959543;-43287.70582599665;-56855.29572748256;-24471.706478755452;-33799.748104612474;-21297.258208092277;-24367.017708190513;-119959.23151102848;-23016.812298680532;-32284.345354435998;-43058.52024316651;-34679.453670823124;-65713.27674462019;-62044.80173889424;-39683.80758617193;-27609.881153041708;-71065.3411828172;;-9140.529759472969;-16148.059614867821;;;-5750.701912156233;;-20330.02821768797;1225.0;;;-58229.10603672455;;-45677.74202665405;-23459.710905167532;-63334.511791748075;-27871.689789597665;;-52452.000361941784;-35144.12580698741;-155673.28743313393;-92051.1383174516;-57614.62163650955;-91942.5631122271;-131357.43756370808;-14156.800842494142;-317566.72034454334;-62136.045634334456;-88598.58706304037;-37773.28169363758;-60469.12771842485;-63734.546899514564;-30337.15573634769;-96088.10940294864;-29287.707682592365;-50708.75411145671;-39402.1817288134;-86495.4177723128;-37313.88559923709;-126890.96213065289;-144834.29721786192;-143516.2360517504;-85624.85875424699;-43519.57276921905;-128947.7887065492;-40232.1615991426;-31235.285284872265;-24923.580407728925;-14339.084908176252;-15507.46754223705;-14436.467991062542;-29527.255656657573;-29152.255656657573;-18593.646269071556;;-22268.778429797694;-19283.92568423877;-16158.32388839472
16;-42978.04013200327;-25339.746992832217;-79057.7172074024;-40844.993491057154;-124260.69963899544;;-75661.35252406022;-34394.529944584145;-33615.59294073122;-33507.122616378096;-25541.702610056247;-22457.96460455183;-34368.915463343445;-51650.07376454373;-32870.84030622344;-74163.30970180038;-28814.930595694048;-12042.228949339134;-15341.948838621123;-13756.390386438226;-17883.138754082906;;-28066.62755465064;-16233.959427414105;-13648.395123778131;-31988.64813917446;-8900.57001217892;-20913.37339923679;;;;-64267.378523955485;-31663.243122959073;-46402.146052481854;-75341.68223682496;-90786.80702011581;-43250.12204461906;-104831.88296074668;-171475.64044311186;-50388.90699199216;-25736.1250610685;-45542.54403621437;-39501.001636703884;-39339.67088067087;-39776.40140192705;-34202.08332793949;-38304.578835974076;-38860.36626617111;-32769.352368261476;-32750.89145172249;-39934.848696573674;-31570.503239536694;-26023.396564633687;-49544.056930046645;-37203.214457152935;-36845.819377834996;-24205.29545958394;-21769.846805349876;-33212.53412714285;-23059.811220848682;-34211.644734759524;-25847.762695729285;-37684.692286898025;-31129.720587914526;-34041.01043669677;-27549.993370300377;-32370.340807711564;-26048.34802658299;-38512.211065248775;-27539.684198948693;-23422.520660280217;-39519.45971710553;-16433.846030118093;-37458.64141681748;-41852.175471197;-34682.532979841206;-15495.5500144152;-27563.467679855385;-32829.2600219807;-31629.406890032056;-74884.91694630719;-58707.581465581745;-60381.390320814266;-270353.9891620738;-64331.55139777724;-41719.30582599666;-54733.83209111892;-23595.842842391816;-32584.839013703393;-20543.80366263773;-23491.154071826877;-115884.23151102848;-22189.607753225984;-31108.045354435995;-41454.47478862105;-33396.217307186766;-63496.82219916564;-59955.00173889425;-38222.343949808295;-26628.608425768987;-68386.01163736265;;-8831.097941291151;-15591.082342140548;;;-5563.2776848835065;;-19630.39185405161;1225.0;;;-56107.64240036091;;-43967.905663017686;-22632.506359712985;-61244.71179174808;-26890.417062324945;;-50552.18218012361;-33882.48944335105;-150523.28743313393;-89024.19286290614;-55714.80345469138;-88915.61765768165;-127032.43756370808;-13661.709933403234;-307091.72034454334;-60077.909270698095;-85683.750699404;-36525.69078454667;-58474.31862751576;-61349.64917224184;-29262.428463620425;-92921.02758476682;-28212.980409865097;-48840.599566002165;-37976.36354699522;-83272.28140867643;-35959.35832650982;-122490.96213065289;-139809.29721786192;-138541.2360517504;-82429.7496633379;-41951.172769219054;-124222.7887065492;-38770.69796277896;-30113.830739417725;-24047.71677136529;-13843.993999085344;-14969.285724055231;-13941.377081971634;-28499.255656657577;-28124.255656657577;-17947.828087253376;;-21490.23297525224;-18638.10750242059;-15601.346615667446
17;-41338.34922291236;-24415.22426555949;-76290.0581164933;-39276.59349105715;-119910.69963899544;;-72774.54343315114;-33111.29358094778;-32368.002031640313;-32259.531707287184;-24607.15715551079;-21630.760059097287;-33107.27909970708;-49750.25558272554;-31658.894851677986;-71307.32106543674;-27709.921504784958;-11609.024403884589;-14784.97156589385;-13261.299477347316;-17237.32057226472;;-26997.263918287004;-15641.959427414105;-13153.304214687221;-30773.739048265357;-8588.024557633464;-20134.827944691333;;;;-61823.59443304638;-30495.06130477725;-44655.51877975459;-72456.25041864313;-87339.45247466126;-41571.949317346334;-100906.88296074668;-164900.64044311186;-48520.75244653762;-24801.579606523042;-43832.70767257801;-38145.91072761297;-37984.57997157996;-38421.310492836135;-32987.174237030384;-36950.0515632468;-37505.83899344384;-31647.897822806917;-31629.436906267932;-38544.675969300944;-30465.494148627604;-25088.85111008823;-47833.075111864826;-35894.85082078929;-35598.228468744084;-23378.090914129396;-20991.30135080442;-32071.879581688307;-22232.606675394138;-32996.73564385042;-24971.899059365645;-36365.81046871621;-30054.993315187246;-32793.41952760586;-26568.720643027642;-31265.33171680247;-25123.82529931026;-37250.57470161241;-26558.411471675958;-22595.316114825673;-38129.2869898328;-15841.846030118093;-36068.46868954475;-40248.13001665155;-33374.16934347756;-14938.572741687925;-26535.467679855377;-31581.66911288979;-30417.4614354866;-72293.91694630719;-56427.79964739993;-58291.59032081427;-261078.9891620738;-62083.43321595906;-40150.905825996655;-52612.3684547553;-22719.979206028176;-31369.92992279429;-19790.349117183185;-22615.290435463237;-111809.23151102848;-21362.40320777144;-29931.745354435996;-39850.429334075605;-32112.980943550403;-61280.3676537111;-57865.20173889425;-36760.880313444664;-25647.335698496252;-65706.68209190811;;-8521.666123109333;-15034.105069413274;;;-5375.8534576107795;;-18930.755490415242;1225.0;;;-53986.17876399728;;-42258.06929938133;-21805.30181425844;-59154.91179174808;-25909.14433505221;;-48652.36399830542;-32620.85307971468;-145373.28743313393;-85997.24740836068;-53814.98527287319;-85888.67220313619;-122707.43756370808;-13166.619024312324;-296616.72034454334;-58019.772907061735;-82768.91433576764;-35278.09987545576;-56479.50953660667;-58964.751444969115;-28187.701190893145;-89753.945766585;-27138.253137137817;-46972.44502054762;-36550.54536517704;-80049.14504504007;-34604.831053782545;-118090.96213065289;-134784.29721786192;-133566.2360517504;-79234.6405724288;-40382.77276921905;-119497.7887065492;-37309.23432641533;-28992.376193963173;-23171.85313500165;-13348.903089994434;-14431.103905873411;-13446.286172880724;-27471.25565665757;-27096.25565665757;-17302.009905435192;;-20711.687520706782;-17992.289320602405;-15044.369342940172
18;-39698.65831382145;-23490.701538286765;-73522.3990255842;-37708.19349105715;-115560.69963899544;;-69887.73434224204;-31828.057217311412;-31120.41112254941;-31011.94079819628;-23672.61170096534;-20803.555513642743;-31845.642736070717;-47850.437400907365;-30446.949397132532;-68451.3324290731;-26604.912413875867;-11175.819858430043;-14227.994293166576;-12766.208568256407;-16591.50239044654;;-25927.90028192337;-15049.959427414105;-12658.213305596311;-29558.829957356276;-8275.47910308801;-19356.28249014588;;;;-59379.81034213729;-29326.879486595437;-42908.891507027314;-69570.81860046131;-83892.09792920672;-39893.7765900736;-96981.88296074668;-158325.64044311186;-46652.59790108306;-23867.03415197759;-42122.87130894164;-36790.81981852207;-36629.489062489054;-37066.21958374523;-31772.265146121303;-35595.52429051953;-36151.31172071656;-30526.44327735238;-30507.982360813396;-37154.50324202822;-29360.485057718513;-24154.30565554278;-46122.09329368301;-34586.487184425656;-34350.63755965318;-22550.886368674852;-20212.75589625897;-30931.22503623376;-21405.402129939594;-31781.82655294134;-24096.035423002013;-35046.92865053439;-28980.266042459978;-31545.82861851496;-25587.44791575492;-30160.322625893383;-24199.302572037537;-35988.93833797605;-25577.138744403237;-21768.11156937113;-36739.11426256008;-15249.846030118093;-34678.29596227203;-38644.084562106094;-32065.805707113923;-14381.595468960651;-25507.467679855377;-30334.078203798887;-29205.515980941145;-69702.91694630719;-54148.0178292181;-56201.79032081427;-251803.9891620738;-59835.31503414087;-38582.50582599665;-50490.904818391646;-21844.115569664544;-30155.02083188521;-19036.894571728637;-21739.426799099605;-107734.23151102848;-20535.198662316896;-28755.445354435997;-38246.38387953015;-30829.744579914037;-59063.91310825655;-55775.401738894245;-35299.416677081026;-24666.06297122353;-63027.352546453556;;-8212.234304927513;-14477.127796686;;;-5188.429230338052;;-18231.11912677888;1225.0;;;-51864.71512763364;;-40548.232935744956;-20978.097268803896;-57065.11179174808;-24927.87160777949;;-46752.54581648724;-31359.21671607832;-140223.28743313393;-82970.30195381523;-51915.16709105501;-82861.72674859074;-118382.43756370808;-12671.528115221414;-286141.72034454334;-55961.63654342537;-79854.07797213127;-34030.508966364854;-54484.70044569757;-56579.85371769638;-27112.973918165873;-86586.86394840319;-26063.52586441055;-45104.29047509307;-35124.72718335885;-76826.0086814037;-33250.30378105527;-113690.96213065289;-129759.29721786191;-128591.2360517504;-76039.53148151972;-38814.37276921905;-114772.7887065492;-35847.77069005169;-27870.921648508633;-22295.989498638017;-12853.812180903524;-13892.922087691593;-12951.195263789814;-26443.255656657573;-26068.255656657573;-16656.191723617012;;-19933.14206616133;-17346.471138784225;-14487.392070212898
19;-38058.96740473054;-22566.178811014037;-70754.73993467512;-36139.79349105715;-111210.69963899544;;-67000.92525133296;-30544.82085367505;-29872.820213458497;-29764.349889105368;-22738.066246419883;-19976.350968188195;-30584.006372434356;-45950.619219089174;-29235.003942587075;-65595.34379270946;-25499.903322966773;-10742.615312975497;-13671.017020439305;-12271.117659165498;-15945.684208628358;;-24858.53664555973;-14457.959427414105;-12163.122396505403;-28343.920866447184;-7962.933648542556;-18577.737035600425;;;;-56936.026251228206;-28158.697668413617;-41162.26423430003;-66685.3867822795;-80444.74338375218;-38215.603862800876;-93056.88296074668;-151750.64044311186;-44784.44335562852;-22932.488697432134;-40413.034945305284;-35435.728909431156;-35274.39815339814;-35711.12867465432;-30557.35605521221;-34240.99701779225;-34796.78444798929;-29404.988731897836;-29386.52781535885;-35764.33051475549;-28255.47596680942;-23219.760200997323;-44411.11147550119;-33278.12354806202;-33103.04665056227;-21723.681823220304;-19434.210441713512;-29790.570490779213;-20578.197584485046;-30566.91746203225;-23220.171786638373;-33728.04683235257;-27905.538769732706;-30298.237709424047;-24606.175188482193;-29055.31353498429;-23274.77984476481;-34727.30197433968;-24595.86601713051;-20940.90702391658;-35348.94153528735;-14657.846030118093;-33288.1232349993;-37040.03910756063;-30757.44207075029;-13824.618196233381;-24479.467679855377;-29086.487294707975;-27993.570526395688;-67111.91694630719;-51868.236011036286;-54111.990320814264;-242528.9891620738;-57587.19685232269;-37014.10582599665;-48369.44118202802;-20968.251933300904;-28940.111740976117;-18283.440026274093;-20863.563162735965;-103659.23151102848;-19707.994116862348;-27579.145354435994;-36642.338424984686;-29546.508216277674;-56847.45856280201;-53685.60173889424;-33837.95304071739;-23684.790243950803;-60348.02300099903;;-7902.802486745695;-13920.15052395873;;;-5001.005003065325;;-17531.482763142518;1225.0;;;-49743.251491270006;;-38838.3965721086;-20150.89272334935;-54975.31179174808;-23946.59888050676;;-44852.727634669056;-30097.580352441957;-135073.28743313393;-79943.35649926978;-50015.348909236825;-79834.78129404529;-114057.43756370808;-12176.437206130506;-275666.72034454334;-53903.50017978901;-76939.24160849492;-32782.91805727394;-52489.89135478848;-54194.95599042366;-26038.2466454386;-83419.78213022137;-24988.798591683277;-43236.13592963853;-33698.90900154067;-73602.87231776735;-31895.776508327992;-109290.96213065289;-124734.29721786191;-123616.2360517504;-72844.42239061063;-37245.97276921905;-110047.7887065492;-34386.307053688055;-26749.46710305409;-21420.125862274377;-12358.721271812616;-13354.740269509777;-12456.104354698906;-25415.255656657573;-25040.255656657573;-16010.373541798828;;-19154.596611615874;-16700.65295696604;-13930.414797485628
