;B302004075;B302047407;B9011919;B144799;B2371301;B302003714;B9011899;B144753;B148397;B149079;B147743;B147813;B148411;B147854;B147967;B302003809;B2371142;B302047620;B302003490;B302003491;B302003502;B302004609;B148390;B302004900;B302004963;B302005145;B302005123;B147732;B302003481;B302003605;B302047748;B302040760;B148389;B2366180;B302022703;B2365832;B148472;B302004712;B2371423;B302003523;B302003997;B144883;B147890;B147891;B147892;B147893;B147894;B148187;B148188;B148189;B148190;B148191;B148195;B148200;B148225;B144826;B144827;B144828;B144829;B144830;B144832;B144834;B144835;B144836;B144838;B144840;B144842;B144843;B144844;B144845;B144846;B144848;B144851;B302047285;B140995;B144854;B302003407;B148374;B2365849;B3169117;B148308;B9011601;B148479;B2366128;B2366130;B302004856;B2366364;B3169173;B9039319;B147292;B302005165;B148157;B144780;B2371037;B2370933;B302047376;B148178;B2370935;B148269;B2371345;B148576;B302061490;B302021450;B302023364;B302061489;B302004269;B302047394;B2371154;B302031998;B302031999;B302004277;B302047287;B148193;B302040617;B2371363;B302047541;B2371408;B302022469;B302047278;B144902;B2365831;B9011880;B148145;B148156;B2371397;B147146;B302022521;B9001408;B148504;B2365846;B2371314;B2370982;B302003902;B302003673;B148570;B2371056;B2371136;B9001565;B144910;B9040174;B144764;B144765;B2371471;B2371173;B2371361;B9001281;B9039412;B148278;B144759;B302047398;B144784;B302003492;B147182;B147183;B302003689;B2366282;B302003431;B147108;B302047590
10;-35548.27934463152;-20538.93081363803;-62122.684324690315;-33667.97285518059;-96795.61037388617;;-60618.24020173767;-28231.207233487243;-27579.725691724176;-27470.772828991434;-20336.226956706032;-17990.231542403548;-27901.977809301745;-41025.75734611501;-26965.578677029593;-56659.03614874007;-23285.59294252942;-9816.617950402848;-12939.614491396875;-11443.193060435447;-14631.692450658447;;-22663.87444789397;-13118.623383197099;-11333.98379169047;-25701.55694534971;-7333.778496933157;-16614.67691668527;;;;-49062.760240643416;-25558.064207471576;-38593.911931761286;-57679.46818237864;-73105.09451504817;-33668.84012557447;-79814.65498810422;-130476.7127885965;-39915.78962377179;-20535.65237395422;-35812.24315376984;-32673.519047867838;-32512.08643848239;-32948.715106386124;-27914.935776946655;-31888.112494572135;-32443.956195918694;-26842.84423234605;-26824.17743190649;-33391.48781799168;-26040.895872486148;-20819.387455639782;-41860.19761550419;-30563.04952599475;-30809.30788007444;-19737.89807957177;-17471.09793065751;-27556.412843712154;-18592.463430987136;-27924.796058722965;-21211.37803920458;-31395.26946032592;-25383.323199414597;-28005.053554814574;-22164.30434234777;-26841.41676514545;-21243.4561283037;-32044.832626749172;-22154.07718831733;-18955.067665961695;-32975.817405432186;-13319.212127736555;-30915.550745682907;-34548.09017832498;-28035.0375243587;-13091.625945362506;-21997.913591835215;-26793.549705617123;-25720.10092038377;-58928.55528977056;-46261.53342016178;-48893.26268480544;-213378.56015771575;-52094.313279976835;-34548.172686265076;-43042.07686724755;-18959.835959244578;-26299.194435214547;-17015.274166084037;-18855.002197191945;-90067.11465449345;-17721.918758401167;-25325.346564420346;-34150.71232465783;-27233.166107793775;-51409.605281397264;-48467.17742858386;-31425.450885440783;-21242.75979905761;-51865.064065840095;;-6784.808143835582;-13187.692925390018;;;-4167.480515883359;;-16246.288045480325;1225.0;;;-44414.26114015974;;-34233.00667847406;-18165.482104642506;-49756.8741040232;-21505.879926387188;;-39931.604394388894;-27415.41394159279;-118264.62921437154;-73407.7395582796;-45125.76849501571;-73298.98387477046;-99717.27435979132;-11346.678247121503;-242925.82305292122;-48739.68659296173;-70593.56378100676;-30518.264143844306;-47435.892183748685;-46468.79307184066;-23518.62637942494;-76646.28366135503;-22466.723486486426;-38355.825402697476;-31308.308883384118;-66646.26317361329;-29545.043425984208;-94715.21253090052;-108287.30673315289;-107318.0105442112;-65935.86676166464;-34776.83302727531;-94402.49079597175;-31976.266290056443;-24188.729843880974;-19411.669104377466;-11529.247745675533;-11992.193994760431;-11628.07859973782;-22933.52192352135;-22558.52192352135;-14695.919239603407;;-17192.087269127507;-15385.210737136515;-13198.304417558984
11;-33908.588435540616;-19614.408086365303;-59355.02523378123;-32099.572855180588;-92445.61037388617;;-57731.43111082859;-26947.970869850884;-26332.13478263327;-26223.18191990053;-19401.681502160576;-17163.026996949;-26640.341445665377;-39125.93916429685;-25753.633222484143;-53803.04751237644;-22180.583851620333;-9383.413404948304;-12382.637218669603;-10948.10215134454;-13985.874268840267;;-21594.510811530337;-12526.623383197099;-10838.892882599563;-24486.64785444062;-7021.233042387703;-15836.131462139816;;;;-46618.97614973433;-24389.88238928976;-36847.28465903402;-54794.03636419683;-69657.73996959363;-31990.66739830175;-75889.65498810422;-123901.7127885965;-38047.63507831726;-19601.106919408765;-34102.406790133486;-31318.428138776926;-31156.99552939148;-31593.62419729522;-26700.026686037567;-30533.585221844867;-31089.428923191426;-25721.389686891507;-25702.722886451946;-32001.315090718956;-24935.88678157706;-19884.842001094326;-40149.21579732238;-29254.68588963111;-29561.716970983536;-18910.69353411722;-16692.552476112054;-26415.758298257613;-17765.25888553259;-26709.886967813876;-20335.51440284094;-30076.387642144105;-24308.595926687325;-26757.46264572367;-21183.03161507504;-25736.407674236365;-20318.933401030972;-30783.196263112804;-21172.8044610446;-18127.863120507147;-31585.644678159464;-12727.212127736555;-29525.378018410185;-32944.04472377953;-26726.67388799506;-12534.648672635234;-20969.913591835215;-25545.958796526218;-24508.15546583832;-56337.55528977056;-43981.751601979966;-46803.462684805454;-204103.56015771575;-49846.19509815867;-32979.77268626508;-40920.61323088393;-18083.972322880938;-25084.28534430546;-16261.819620629496;-17979.138560828305;-85992.11465449345;-16894.71421294662;-24149.04656442035;-32546.66687011238;-25949.929744157416;-49193.15073594272;-46377.37742858387;-29963.987249077152;-20261.487071784883;-49185.73452038555;;-6475.376325653764;-12630.715652662746;;;-3980.0562886106322;;-15546.651681843961;1225.0;;;-42292.797503796115;;-32523.170314837702;-17338.277559187958;-47667.07410402321;-20524.60719911446;;-38031.786212570725;-26153.77757795642;-113114.62921437154;-70380.79410373415;-43225.95031319754;-70272.03842022501;-95392.27435979132;-10851.587338030595;-232450.82305292122;-46681.550229325374;-67678.72741737039;-29270.6732347534;-45441.0830928396;-44083.895344567936;-22443.899106697667;-73479.20184317321;-21391.996213759154;-36487.67085724294;-29882.49070156594;-63423.12680997693;-28190.51615325694;-90315.21253090052;-103262.30673315289;-102343.0105442112;-62740.75767075555;-33208.433027275314;-89677.49079597175;-30514.802653692812;-23067.27529842643;-18535.805468013827;-11034.156836584625;-11454.012176578615;-11132.987690646913;-21905.52192352135;-21530.52192352135;-14050.101057785227;;-16413.54181458205;-14739.392555318334;-12641.327144831712
12;-49508.8975264497;-29029.885359092576;-90147.36614287214;-47091.172855180586;-141695.61037388613;;-87144.62201991951;-39504.734506214525;-38584.54387354235;-38475.591010809614;-29267.13604761512;-25755.822451494452;-39398.70508202901;-59226.12098247866;-37701.68776793869;-85527.0588760128;-33215.57476071123;-13770.20885949376;-17565.65994594233;-15733.011242253631;-20460.056087022083;;-32325.147175166698;-18594.623383197097;-15623.801973508655;-36831.73876353153;-10148.687587842247;-24017.586007594356;;;;-73995.19205882524;-36321.70057110795;-53360.65738630674;-86828.60454601502;-104510.3854241391;-49932.49467102902;-120464.65498810422;-197626.71278859652;-57839.480532862704;-29466.56146486331;-52352.570426497114;-44903.33722968602;-44741.904620300564;-45178.5332882043;-39045.117595128475;-43699.05794911759;-44254.901650464155;-37239.93514143696;-37221.268340997405;-45471.142363446226;-35970.87769066796;-29750.29654654887;-56358.233979140554;-42426.32225326747;-41814.126061892624;-27503.488988662673;-24874.0070215666;-37755.103752803065;-26358.05434007804;-39054.97787690479;-29339.6507664773;-42937.50582396228;-35413.86865396005;-39009.871736632755;-31461.758887802313;-36771.398583327275;-29734.410673758244;-43541.55989947643;-31451.531733771873;-26720.6585750526;-45055.471950886735;-18795.212127736555;-42995.205291137456;-48239.999269234075;-39898.310251631425;-17717.671399907966;-31661.913591835215;-37798.367887435306;-36456.21001129286;-85266.55528977055;-67781.96978379815;-68753.66268480544;-307528.56015771575;-73338.07691634048;-47971.37268626507;-63179.14959452029;-27088.1086865173;-37429.37625339637;-23548.365075174945;-26983.274924464666;-132217.11465449346;-25487.50966749207;-35792.746564420355;-47842.62141556692;-38506.69338052105;-72376.69619048818;-68327.57742858387;-44042.5236127135;-30540.214344512155;-79046.404974931;;-10065.944507471948;-17813.738379935472;;;-6312.632061337904;;-22427.015318207596;1225.0;;;-64551.33386743248;;-50773.33395120133;-25931.07301373341;-69617.27410402322;-30803.334471841732;;-58131.968030752534;-38912.14121432006;-171164.62921437155;-101153.8486491887;-63326.13213137935;-101045.09296567956;-144367.27435979134;-15636.496428939687;-349075.8230529213;-68323.41386568901;-97363.89105373403;-41523.082325662486;-66466.2740019305;-70838.99761729522;-33549.171833970395;-105612.1200249914;-32497.26894103188;-56279.51631178839;-43656.67251974776;-96099.99044634057;-41355.988880529665;-140115.21253090052;-159937.30673315292;-158468.0105442112;-95145.64857984646;-48200.033027275305;-143052.4907959717;-44593.33901732916;-34585.82075297188;-27539.941831650187;-15819.065927493717;-17115.830358396794;-15917.896781556004;-32597.52192352135;-32222.52192352135;-20524.28287596704;;-24594.996360036595;-21213.57437350015;-17824.349872104438
13;-47869.20661735879;-28105.36263181985;-87379.70705196305;-45522.772855180585;-137345.61037388613;;-84257.81292901041;-38221.49814257816;-37336.95296445144;-37228.0001017187;-28332.590593069664;-24928.61790603991;-38137.06871839265;-57326.30280066048;-36489.74231339323;-82671.07023964917;-32110.565669802145;-13337.004314039214;-17008.68267321506;-15237.920333162721;-19814.237905203907;;-31255.783538803058;-18002.623383197097;-15128.711064417745;-35616.829672622436;-9836.142133296793;-23239.040553048904;;;;-71551.40796791615;-35153.518752926124;-51614.030113579465;-83943.1727278332;-101063.03087868453;-48254.32194375629;-116539.65498810422;-191051.71278859652;-55971.32598740816;-28532.016010317853;-50642.734062860756;-43548.24632059511;-43386.81371120966;-43823.442379113396;-37830.20850421938;-42344.530676390306;-42900.37437773687;-36118.480595982415;-36099.81379554286;-44080.9696361735;-34865.86859975887;-28815.751092003415;-54647.252160958735;-41117.95861690384;-40566.53515280171;-26676.284443208133;-24095.461567021146;-36614.449207348516;-25530.8497946235;-37840.068785995696;-28463.78713011367;-41618.62400578046;-34339.14138123278;-37762.28082754184;-30480.486160529585;-35666.38949241818;-28809.88794648552;-42279.92353584007;-30470.259006499145;-25893.45402959806;-43665.299223614005;-18203.212127736555;-41605.03256386473;-46635.95381468861;-38589.94661526779;-17160.694127180694;-30633.913591835215;-36550.776978344395;-35244.2645567474;-82675.55528977055;-65502.18796561633;-66663.86268480544;-298253.56015771575;-71089.9587345223;-46402.97268626507;-61057.68595815665;-26212.245050153666;-36214.46716248727;-22794.910529720404;-26107.411288101033;-128142.11465449345;-24660.30512203753;-34616.44656442035;-46238.57596102146;-37223.457016884684;-70160.24164503363;-66237.77742858387;-42581.05997634986;-29558.941617239427;-76367.07542947646;;-9756.51268929013;-17256.7611072082;;;-6125.207834065177;;-21727.37895457124;1225.0;;;-62429.87023106884;;-49063.497587564976;-25103.86846827887;-67527.47410402322;-29822.061744569004;;-56232.14984893436;-37650.5048506837;-166014.62921437155;-98126.90319464324;-61426.313949561176;-98018.1475111341;-140042.27435979134;-15141.405519848777;-338600.8230529213;-66265.27750205266;-94449.05469009766;-40275.491416571575;-64471.46491102141;-68454.09989002248;-32474.444561243123;-102445.03820680956;-31422.54166830461;-54411.361766333845;-42230.854337929566;-92876.8540827042;-40001.46160780238;-135715.21253090052;-154912.30673315292;-153493.0105442112;-91950.53948893736;-46631.633027275304;-138327.4907959717;-43131.875380965525;-33464.366207517334;-26664.078195286555;-15323.975018402807;-16577.648540214977;-15422.805872465095;-31569.52192352135;-31194.52192352135;-19878.464694148865;;-23816.450905491143;-20567.756191681972;-17267.372599377166
14;-46229.515708267885;-27180.83990454712;-84612.04796105395;-43954.37285518059;-132995.61037388613;;-81371.00383810133;-36938.2617789418;-36089.362055360536;-35980.4091926278;-27398.045138524216;-24101.413360585364;-36875.43235475629;-55426.48461884229;-35277.79685884778;-79815.08160328552;-31005.556578893058;-12903.799768584668;-16451.705400487783;-14742.829424071811;-19168.419723385723;;-30186.419902439426;-17410.623383197097;-14633.620155326835;-34401.920581713355;-9523.596678751339;-22460.49509850345;;;;-69107.62387700705;-33985.336934744315;-49867.4028408522;-81057.74090965137;-97615.67633322999;-46576.149216483565;-112614.65498810422;-184476.71278859652;-54103.17144195362;-27597.470555772405;-48932.89769922439;-42193.15541150421;-42031.722802118755;-42468.35147002249;-36615.2994133103;-40990.00340366304;-41545.847105009605;-34997.02605052787;-34978.35925008832;-42690.796908900775;-33760.85950884978;-27881.205637457966;-52936.27034277692;-39809.594980540205;-39318.94424371081;-25849.079897753585;-23316.91611247569;-35473.794661893975;-24703.645249168952;-36625.159695086615;-27587.923493750033;-40299.74218759865;-33264.41410850551;-36514.68991845094;-29499.213433256864;-34561.380401509094;-27885.36521921279;-41018.28717220371;-29488.986279226425;-25066.24948414351;-42275.12649634128;-17611.212127736555;-40214.859836592004;-45031.90836014316;-37281.58297890416;-16603.716854453418;-29605.913591835222;-35303.18606925349;-34032.31910220195;-80084.55528977055;-63222.40614743452;-64574.06268480545;-288978.56015771575;-68841.84055270412;-44834.57268626508;-58936.222321793015;-25336.38141379003;-34999.55807157819;-22041.455984265856;-25231.547651737397;-124067.11465449345;-23833.100576582983;-33440.146564420356;-44634.53050647601;-35940.220653248325;-67943.78709957909;-64147.97742858388;-41119.59633998623;-28577.668889966706;-73687.7458840219;;-9447.08087110831;-16699.783834480924;;;-5937.78360679245;;-21027.74259093487;1225.0;;;-60308.40659470521;;-47353.66122392861;-24276.663922824322;-65437.67410402321;-28840.789017296283;;-54332.331667116174;-36388.86848704734;-160864.62921437155;-95099.95774009779;-59526.49576774299;-94991.20205658865;-135717.27435979134;-14646.314610757867;-328125.8230529213;-64207.141138416286;-91534.2183264613;-39027.90050748067;-62476.655820112326;-66069.20216274975;-31399.71728851585;-99277.95638862775;-30347.814395577338;-52543.2072208793;-40805.03615611139;-89653.71771906783;-38646.934335075115;-131315.21253090052;-149887.30673315292;-148518.0105442112;-88755.43039802827;-45063.23302727531;-133602.4907959717;-41670.41174460189;-32342.911662062797;-25788.21455892292;-14828.884109311897;-16039.46672203316;-14927.714963374185;-30541.521923521355;-30166.521923521355;-19232.64651233068;;-23037.905450945687;-19921.93800986379;-16710.39532664989
15;-44589.82479917697;-26256.317177274395;-81844.38887014486;-42385.97285518058;-128645.61037388617;;-78484.19474719223;-35655.025415305434;-34841.771146269624;-34732.818283536886;-26463.499683978756;-23274.20881513082;-35613.79599111992;-53526.66643702411;-34065.851404302324;-76959.09296692189;-29900.547487983968;-12470.595223130122;-15894.728127760514;-14247.738514980903;-18522.60154156754;;-29117.056266075786;-16818.623383197097;-14138.529246235927;-33187.01149080425;-9211.051224205885;-21681.949643957996;;;;-66663.83978609796;-32817.15511656249;-48120.77556812492;-78172.30909146956;-94168.32178777544;-44897.976489210836;-108689.65498810422;-177901.71278859652;-52235.016896499066;-26662.925101226945;-47223.06133558803;-40838.06450241329;-40676.631893027836;-41113.26056093157;-35400.390322401196;-39635.476130935764;-40191.31983228233;-33875.57150507332;-33856.904704633766;-41300.624181628045;-32655.8504179407;-26946.660182912507;-51225.288524595104;-38501.231344176565;-38071.3533346199;-25021.87535229904;-22538.370657930238;-34333.14011643943;-23876.44070371441;-35410.25060417751;-26712.059857386397;-38980.86036941683;-32189.686835778237;-35267.09900936003;-28517.94070598413;-33456.37131060001;-26960.842491940064;-39756.65080856734;-28507.71355195369;-24239.044938688967;-40884.953769068554;-17019.212127736555;-38824.687109319275;-43427.86290559771;-35973.21934254052;-16046.739581726146;-28577.913591835215;-34055.59516016258;-32820.373647656495;-77493.55528977055;-60942.62432925269;-62484.26268480544;-279703.56015771575;-66593.72237088594;-43266.17268626507;-56814.75868542938;-24460.517777426394;-33784.64898066909;-21288.001438811312;-24355.68401537376;-119992.11465449345;-23005.89603112844;-32263.846564420346;-43030.485051930555;-34656.98428961196;-65727.33255412454;-62058.17742858386;-39658.13270362259;-27596.39616269397;-71008.41633856737;;-9137.649052926494;-16142.806561753658;;;-5750.359379519722;;-20328.106227298507;1225.0;;;-58186.94295834157;;-45643.82486029225;-23449.459377369778;-63347.8741040232;-27859.51629002355;;-52432.51348529799;-35127.23212341097;-155714.62921437155;-92073.01228555232;-57626.67758592481;-91964.25660204318;-131392.27435979134;-14151.223701666959;-317650.8230529213;-62149.00477477992;-88619.38196282493;-37780.30959838976;-60481.84672920323;-63684.304435477025;-30324.99001578857;-96110.87457044593;-29273.087122850062;-50675.052675424755;-39379.217974293206;-86430.58135543147;-37292.40706234784;-126915.21253090052;-144862.30673315292;-143543.0105442112;-85560.32130711917;-43494.8330272753;-128877.49079597175;-40208.948108238255;-31221.457116608246;-24912.350922559282;-14333.79320022099;-15501.284903851343;-14432.624054283277;-29513.52192352135;-29138.52192352135;-18586.828330512497;;-22259.359996400235;-19276.119828045605;-16153.418053922624
16;-42950.133890086065;-25331.794450001667;-79076.72977923579;-40817.57285518059;-124295.61037388617;;-75597.38565628314;-34371.789051669075;-33594.18023717871;-33485.227374445974;-25528.954229433304;-22447.004269676272;-34352.15962748356;-51626.848255205936;-32853.905949756874;-74103.10433055826;-28795.538397074877;-12037.390677675578;-15337.75085503324;-13752.647605889995;-17876.78335974936;;-28047.69262971215;-16226.623383197099;-13643.438337145019;-31972.10239989517;-8898.50576966043;-20903.40418941254;;;;-64220.05569518889;-31648.97329838067;-46374.148295397645;-75286.87727328774;-90720.9672423209;-43219.80376193811;-104764.65498810422;-171326.71278859652;-50366.862351044525;-25728.379646681493;-45513.22497195166;-39482.973593322386;-39321.54098393693;-39758.16965184067;-34185.481231492115;-38280.948858208496;-38836.79255955506;-32754.116959618786;-32735.450159179225;-39910.451454355316;-31550.841327031605;-26012.114728367054;-49514.306706413285;-37192.86770781293;-36823.762425528985;-24194.670806844493;-21759.825203384782;-33192.48557098488;-23049.23615825986;-34195.34151326843;-25836.19622102276;-37661.978551235006;-31114.959563050965;-34019.508100269115;-27536.667978711408;-32351.36221969091;-26036.319764667336;-38495.01444493098;-27526.44082468097;-23411.84039323442;-39494.781041795824;-16427.212127736555;-37434.514382046546;-41823.81745105225;-34664.85570617689;-15489.762308998872;-27549.913591835222;-32808.00425107167;-31608.42819311105;-74902.55528977055;-58662.84251107088;-60394.46268480545;-270428.56015771575;-64345.60418906776;-41697.772686265074;-54693.29504906574;-23584.654141062758;-32569.73988976001;-20534.546893356764;-23479.820379010125;-115917.11465449345;-22178.69148567389;-31087.546564420343;-41426.4395973851;-33373.7479259756;-63510.87800866999;-59968.37742858387;-38196.669067258954;-26615.12343542125;-68329.08679311283;;-8828.217234744676;-15585.829289026384;;;-5562.935152246995;;-19628.469863662147;1225.0;;;-56065.47932197793;;-43933.98849665588;-22622.25483191523;-61258.0741040232;-26878.243562750828;;-50532.69530347981;-33865.59575977461;-150564.62921437155;-89046.06683100687;-55726.85940410663;-88937.31114749773;-127067.27435979132;-13656.13279257605;-307175.8230529213;-60090.86841114356;-85704.54559918857;-36532.71868929885;-58487.03763829414;-61299.406708204304;-29250.262743061307;-92943.79275226411;-28198.359850122793;-48806.89812997021;-37953.39979247503;-83207.4449917951;-35937.87978962057;-122515.21253090052;-139837.30673315292;-138568.0105442112;-82365.21221621009;-41926.43302727531;-124152.49079597175;-38747.48447187462;-30100.002571153706;-24036.487286195646;-13838.702291130081;-14963.103085669525;-13937.533145192368;-28485.521923521355;-28110.521923521355;-17941.010148694317;;-21480.81454185478;-18630.301646227424;-15596.44078119535
17;-41310.442980995154;-24407.27172272894;-76309.07068832668;-39249.172855180586;-119945.61037388617;;-72710.57656537405;-33088.55268803271;-32346.589328087808;-32237.636465355066;-24594.40877488785;-21619.799724221728;-33090.52326384719;-49727.030073387745;-31641.960495211413;-71247.11569419462;-27690.529306165787;-11604.186132221032;-14780.773582305967;-13257.556696799085;-17230.965177931175;;-26978.328993348514;-15634.623383197099;-13148.347428054109;-30757.19330898607;-8585.960315114975;-20124.858734867084;;;;-61776.271604279784;-30480.791480198848;-44627.52102267038;-72401.44545510592;-87273.61269686634;-41541.631034665385;-100839.65498810422;-164751.71278859652;-48498.707805589984;-24793.834192136037;-43803.388608315305;-38127.882684231474;-37966.45007484602;-38403.078742749756;-32970.57214058301;-36926.42158548122;-37482.26528682779;-31632.662414164228;-31613.995613724666;-38520.27872708259;-30445.832236122515;-25077.5692738216;-47803.324888231466;-35884.504071449286;-35576.17151643807;-23367.46626138995;-20981.279748839326;-32051.831025530337;-22222.031612805316;-32980.43242235933;-24960.33258465912;-36343.09673305319;-30040.232290323685;-32771.9171911782;-26555.395251438673;-31246.353128781815;-25111.79703739461;-37233.37808129461;-26545.168097408234;-22584.635847779875;-38104.608314523095;-15835.212127736555;-36044.341654773816;-40219.7719965068;-33356.49206981324;-14932.785036271598;-26521.913591835215;-31560.413341980755;-30396.48273856559;-72311.55528977055;-56383.06069288906;-58304.66268480545;-261153.56015771575;-62097.48600724958;-40129.37268626507;-52571.831412702115;-22708.790504699118;-31354.830798850908;-19781.09234790222;-22603.956742646486;-111842.11465449345;-21351.486940219347;-29911.246564420344;-39822.39414283965;-32090.511562339234;-61294.423463215455;-57878.57742858387;-36735.20543089532;-25633.850708148515;-65649.75724765829;;-8518.785416562858;-15028.85201629911;;;-5375.510924974268;;-18928.83350002578;1225.0;;;-53944.0156856143;;-42224.152133019525;-21795.050286460686;-59168.27410402321;-25896.970835478092;;-48632.87712166163;-32603.959396138238;-145414.62921437155;-86019.12137646141;-53827.04122228845;-85910.36569295227;-122742.27435979132;-13161.04188348514;-296700.8230529213;-58032.7320475072;-82789.7092355522;-35285.127780207935;-56492.22854738505;-58914.508980931576;-28175.535470334027;-89776.7109340823;-27123.632577395514;-46938.743584515665;-36527.581610656845;-79984.30862815875;-34583.3525168933;-118115.21253090052;-134812.30673315292;-133593.0105442112;-79170.10312530099;-40358.033027275305;-119427.49079597175;-37286.020835510986;-28978.548025699154;-23160.623649832007;-13343.611382039171;-14424.921267487705;-13442.442236101459;-27457.521923521348;-27082.521923521348;-17295.191966876133;;-20702.269087309323;-17984.48346440924;-15039.463508468076
18;-39670.752071904244;-23482.748995456215;-73541.4115974176;-37680.772855180585;-115595.61037388617;;-69823.76747446496;-31805.316324396335;-31098.998418996904;-30990.045556264162;-23659.863320342396;-20792.595178767184;-31828.886900210833;-47827.21189156957;-30430.01504066596;-68391.12705783098;-26585.520215256696;-11170.981586766486;-14223.796309578693;-12762.465787708175;-16585.146996112995;;-25908.965356984878;-15042.623383197099;-12653.256518963199;-29542.284218076988;-8273.41486056952;-19346.313280321632;;;;-59332.48751337069;-29312.609662017036;-42880.893749943105;-69516.0136369241;-83826.2581514118;-39863.45830739265;-96914.65498810422;-158176.71278859652;-46630.55326013543;-23859.288737590585;-42093.55224467893;-36772.79177514057;-36611.359165755115;-37047.98783365885;-31755.663049673934;-35571.894312753946;-36127.73801410051;-30511.20786870969;-30492.54106827013;-37130.105999809864;-29340.823145213424;-24143.023819276146;-46092.34307004965;-34576.140435085654;-34328.58060734717;-22540.261715935405;-20202.734294293874;-30911.176480075792;-21394.827067350772;-31765.523331450244;-24084.46894829549;-35024.21491487137;-28965.505017596417;-31524.326282087302;-25574.122524165952;-30141.34403787273;-24187.274310121884;-35971.74171765825;-25563.895370135513;-21757.43130232533;-36714.43558725037;-15243.212127736555;-34654.168927501094;-38615.72654196135;-32048.128433449605;-14375.807763544324;-25493.913591835215;-30312.82243288985;-29184.537284020138;-69720.55528977055;-54103.27887470723;-56214.86268480545;-251878.56015771575;-59849.367825431385;-38560.97268626507;-50450.36777633846;-21832.926868335486;-30139.921707941827;-19027.637802447673;-21728.093106282853;-107767.11465449345;-20524.282394764803;-28734.946564420345;-38218.348688294194;-30807.275198702868;-59077.9689177609;-55788.77742858387;-35273.741794531685;-24652.577980875794;-62970.42770220373;;-8209.353598381038;-14471.874743571836;;;-5188.08669770154;;-18229.19713638942;1225.0;;;-51822.552049250655;;-40514.31576938315;-20967.845741006142;-57078.474104023204;-24915.69810820537;;-46733.058939843446;-31342.323032501878;-140264.62921437155;-82992.17592191596;-51927.223040470264;-82883.42023840682;-118417.27435979132;-12665.95097439423;-286225.8230529213;-55974.59568387083;-79874.87287191584;-34037.53687111703;-54497.41945647595;-56529.61125365884;-27100.808197606755;-86609.62911590048;-26048.905304668246;-45070.58903906112;-35101.76342883866;-76761.17226452238;-33228.82524416602;-113715.21253090052;-129787.30673315289;-128618.0105442112;-75974.9940343919;-38789.633027275304;-114702.49079597175;-35824.55719914735;-27857.093480244614;-22284.760013468374;-12848.520472948261;-13886.739449305887;-12947.351327010549;-26429.52192352135;-26054.52192352135;-16649.373785057953;;-19923.72363276387;-17338.66528259106;-14482.486235740802
19;-38031.061162813334;-22558.226268183487;-70773.7525065085;-36112.37285518058;-111245.61037388617;;-66936.95838355587;-30522.079960759973;-29851.407509905992;-29742.45464717325;-22725.31786579694;-19965.390633312636;-30567.250536574473;-45927.39370975138;-29218.069586120502;-65535.13842146735;-25480.511124347602;-10737.77704131194;-13666.819036851422;-12267.374878617267;-15939.328814294811;;-24839.60172062124;-14450.623383197099;-12158.16560987229;-28327.375127167896;-7960.869406024066;-18567.767825776176;;;;-56888.70342246161;-28144.427843835216;-41134.266477215824;-66630.58181874228;-80378.90360595727;-38185.285580119926;-92989.65498810422;-151601.71278859652;-44762.39871468089;-22924.74328304513;-40383.715881042575;-35417.70086604966;-35256.2682566642;-35692.89692456794;-30540.753958764843;-34217.36704002667;-34773.21074137324;-29389.753323255147;-29371.086522815585;-35739.933272537135;-28235.81405430433;-23208.47836473069;-44381.36125186783;-33267.77679872202;-33080.98969825626;-21713.057170480857;-19424.188839748418;-29770.521934621243;-20567.622521896224;-30550.614240541152;-23208.60531193185;-33705.33309668955;-27890.777744869145;-30276.73537299639;-24592.849796893224;-29036.334946963634;-23262.751582849156;-34710.105354021885;-24582.622642862785;-20930.226756870783;-35324.26285997764;-14651.212127736555;-33263.996200228365;-37011.681087415884;-30739.764797085973;-13818.830490817054;-24465.913591835215;-29065.23152379894;-27972.59182947468;-67129.55528977055;-51823.49705652542;-54125.062684805445;-242603.56015771575;-57601.249643613206;-36992.57268626507;-48328.90413997484;-20957.063231971846;-28925.012617032735;-18274.18325699313;-20852.229469919213;-103692.11465449345;-19697.077849310255;-27558.64656442034;-36614.30323374873;-29524.038835066505;-56861.51437230636;-53698.977428583865;-33812.27815816805;-23671.305253603066;-60291.0981567492;;-7899.921780199219;-13914.897470844566;;;-5000.662470428813;;-17529.560772753055;1225.0;;;-49701.088412887024;;-38804.479405746795;-20140.641195551594;-54988.6741040232;-23934.425380932644;;-44833.24075802526;-30080.686668865514;-135114.62921437155;-79965.23046737051;-50027.40485865208;-79856.47478386137;-114092.27435979132;-12170.860065303323;-275750.8230529213;-53916.45932023447;-76960.03650827949;-32789.94596202612;-52502.61036556686;-54144.71352638612;-26026.080924879483;-83442.54729771866;-24974.178031940974;-43202.434493606575;-33675.94524702048;-73538.03590088603;-31874.297971438747;-109315.21253090052;-124762.30673315289;-123643.0105442112;-72779.88494348282;-37221.2330272753;-109977.49079597175;-34363.09356278371;-26735.63893479007;-21408.896377104735;-12353.429563857353;-13348.557631124071;-12452.26041791964;-25401.52192352135;-25026.52192352135;-16003.55560323977;;-19145.178178218415;-16692.847100772877;-13925.508963013532
