bldg_name,bldg_type,bldg_owner,zone_id,plot_id,num_smart_meters,pv_size_kw,pv_subsidy,pv_already_installed_size_kW,can_install_pv,minergie,x_coord,y_coord,x_coord_norm,y_coord_norm
B147128,MULTI_RES,Landlord,Z0712,P_942,4,31,12140,0,1,0,680552,247113,249,1427
B147129,MULTI_RES,Landlord,Z0711,P_942,5,31,12140,0,1,0,680526,247089,223,1403
B147130,MULTI_RES,Landlord,Z0711,P_942,6,31,12140,0,1,0,680522,247108,219,1422
B147131,MULTI_RES,Landlord,Z0718,P_942,2,28,14480,0,1,0,680749,247102,446,1416
B147132,MULTI_RES,Landlord,Z0718,P_942,3,26,13560,0,1,0,680734,247099,431,1413
B147133,MULTI_RES,Landlord,Z0718,P_942,3,30,11800,0,1,0,680719,247096,416,1410
B147134,MULTI_RES,Firm,Z0716,P_942,4,33,12820,0,1,0,680694,247091,391,1405
B147135,MULTI_RES,Landlord,Z0716,P_942,6,33,12820,0,1,0,680677,247088,374,1402
B147136,MULTI_RES,Landlord,Z0715,P_942,4,26,13560,0,1,0,680665,247118,362,1432
B147137,MULTI_RES,Firm,Z0706,P_942,10,51,18940,0,1,0,680646,247084,343,1398
B147138,MULTI_RES,Landlord,Z0715,P_942,4,26,13560,0,1,0,680662,247133,359,1447
B147140,MULTI_RES,Firm,Z0704,P_942,7,45,16900,0,1,0,680761,247136,458,1450
B147141,MULTI_RES,Firm,Z0704,P_942,16,75,27100,0,1,0,680739,247148,436,1462
B147142,MULTI_RES,Firm,Z0704,P_942,8,45,16900,0,1,0,680723,247128,420,1442
B147143,MULTI_RES,Landlord,Z0717,P_942,15,90,32200,0,1,0,680692,247129,389,1443
B147144,MULTI_RES,Firm,Z0731,P_1013,2,31,12140,0,1,0,680867,247124,564,1438
B147145,MULTI_RES,Firm,Z0731,P_1013,6,31,12140,0,1,0,680852,247121,549,1435
B147146,RETAIL,Firm,Z1605,P_942,1,173,53300,0,1,0,680800,247111,497,1425
B147148,MULTI_RES,Firm,Z0731,P_1013,3,37,14180,0,1,0,680882,247128,579,1442
B147149,MULTI_RES,Landlord,Z0696,P_841,20,48,17920,0,1,0,680340,247164,37,1478
B147150,MULTI_RES,Landlord,Z0687,P_841,4,36,13840,0,1,0,680357,247125,54,1439
B147151,MULTI_RES,Landlord,Z0687,P_841,5,34,13160,0,1,0,680338,247121,35,1435
B147152,MULTI_RES,Landlord,Z0687,P_841,5,33,12820,0,1,0,680319,247122,16,1436
B147153,MULTI_RES,Landlord,Z0693,P_841,7,31,12140,0,1,0,680387,247132,84,1446
B147154,MULTI_RES,Landlord,Z1624,P_841,7,49,18260,0,1,0,680381,247269,78,1583
B147155,MULTI_RES,Landlord,Z1624,P_841,8,49,18260,0,1,0,680360,247268,57,1582
B147156,MULTI_RES,Landlord,Z0700,P_841,9,45,16900,0,1,0,680370,247232,67,1546
B147157,MULTI_RES,Landlord,Z0700,P_841,8,44,16560,0,1,0,680349,247231,46,1545
B147158,MULTI_RES,Landlord,Z0696,P_841,18,48,17920,0,1,0,680341,247187,38,1501
B147159,MULTI_RES,Landlord,Z1626,P_841,9,38,14520,0,1,0,680435,247377,132,1691
B147160,MULTI_RES,Landlord,Z1626,P_841,8,38,14520,0,1,0,680419,247375,116,1689
B147161,MULTI_RES,Landlord,Z1623,P_841,7,37,14180,0,1,0,680410,247341,107,1655
B147162,MULTI_RES,Landlord,Z1623,P_841,9,37,14180,0,1,0,680393,247340,90,1654
B147163,MULTI_RES,Landlord,Z1625,P_841,6,36,13840,0,1,0,680390,247307,87,1621
B147164,MULTI_RES,Landlord,Z1625,P_841,5,36,13840,0,1,0,680373,247305,70,1619
B147165,MULTI_RES,Landlord,Z0701,P_841,7,38,14520,0,1,0,680450,247145,147,1459
B147166,MULTI_RES,Firm,Z0692,P_841,8,41,15540,0,1,0,680392,247175,89,1489
B147167,MULTI_RES,Firm,Z0692,P_841,8,41,15540,0,1,0,680412,247178,109,1492
B147168,MULTI_RES,Firm,Z0693,P_841,6,31,12140,0,1,0,680419,247138,116,1452
B147169,MULTI_RES,Firm,Z0693,P_841,8,31,12140,0,1,0,680403,247135,100,1449
B147170,MULTI_RES,Firm,Z1622,P_841,13,98,34920,0,1,0,680530,247151,227,1465
B147171,MULTI_RES,Landlord,Z0702,P_841,8,64,23360,0,1,0,680484,247154,181,1468
B147173,MULTI_RES,Landlord,Z0701,P_841,5,45,16900,0,1,0,680448,247165,145,1479
B147174,MULTI_RES,Landlord,Z0701,P_841,7,39,14860,0,1,0,680445,247185,142,1499
B147181,MULTI_RES,Firm,Z0722,P_841,12,97,34580,0,1,0,680526,247193,223,1507
B147182,SINGLE_RES,Firm,Z0703,P_841,2,22,11720,0,1,0,680639,247166,336,1480
B147183,SINGLE_RES,Firm,Z0703,P_841,1,22,11720,0,1,0,680633,247209,330,1523
B147184,LIBRARY,Firm,Z0703,P_841,1,78,28120,0,1,0,680593,247159,290,1473
B147185,INDUSTRIAL,Firm,Z1606,P_841,1,24,12640,0,1,0,680640,247236,337,1550
B147186,MULTI_RES,Firm,Z0727,P_841,12,40,15200,0,1,0,680723,247195,420,1509
B147188,MULTI_RES,Firm,Z0727,P_841,50,275,83900,0,1,0,680688,247191,385,1505
B147189,MULTI_RES,Firm,Z0726,P_841,11,79,28460,0,1,0,680767,247202,464,1516
B147190,MULTI_RES,Firm,Z0726,P_841,3,40,15200,0,1,0,680755,247221,452,1535
B147203,SCHOOL,Institution,Z0691,P_841,1,55,20300,27,1,0,680505,247317,202,1631
B147209,MULTI_RES,Landlord,Z0734,P_864,7,50,18600,0,1,0,680874,247192,571,1506
B147210,MULTI_RES,Landlord,Z0734,P_864,5,36,13840,0,1,0,680914,247255,611,1569
B147211,MULTI_RES,Landlord,Z0734,P_864,5,36,13840,0,1,0,680912,247234,609,1548
B147212,MULTI_RES,Landlord,Z0734,P_864,13,132,41000,0,1,0,680903,247192,600,1506
B147214,MULTI_RES,Landlord,Z0737,P_864,9,37,14180,0,1,0,680924,247336,621,1650
B147215,MULTI_RES,Firm,Z0732,P_864,8,37,14180,0,1,0,680921,247310,618,1624
B147216,MULTI_RES,Landlord,Z0733,P_864,5,31,12140,0,1,0,680915,247284,612,1598
B147217,MULTI_RES,Firm,Z0736,P_864,4,30,11800,0,1,0,680925,247361,622,1675
B147218,MULTI_RES,Firm,Z0736,P_864,5,30,11800,0,1,0,680910,247371,607,1685
B147221,MULTI_RES,Firm,Z0736,P_864,4,30,11800,0,1,0,680876,247363,573,1677
B147222,MULTI_RES,Firm,Z0736,P_864,4,40,15200,0,1,0,680891,247377,588,1691
B147223,MULTI_RES,Firm,Z0734,P_864,6,47,17580,0,1,0,680855,247206,552,1520
B147237,MULTI_RES,Institution,Z0721,P_954,4,28,14480,0,1,0,680760,247278,457,1592
B147238,MULTI_RES,Institution,Z0721,P_954,4,31,12140,0,1,0,680774,247291,471,1605
B147239,MULTI_RES,Institution,Z0721,P_954,7,31,12140,0,1,0,680785,247306,482,1620
B147240,MULTI_RES,Institution,Z0720,P_954,4,29,14940,0,1,0,680733,247298,430,1612
B147241,MULTI_RES,Institution,Z0720,P_954,6,31,12140,0,1,0,680746,247311,443,1625
B147242,MULTI_RES,Institution,Z0720,P_954,4,31,12140,0,1,0,680757,247326,454,1640
B147243,MULTI_RES,Institution,Z0730,P_862,14,60,22000,0,1,0,680735,247358,432,1672
B147244,MULTI_RES,Institution,Z0729,P_862,4,28,14480,0,1,0,680672,247341,369,1655
B147245,MULTI_RES,Institution,Z0729,P_862,5,31,12140,0,1,0,680686,247354,383,1668
B147246,MULTI_RES,Institution,Z0729,P_862,6,32,12480,0,1,0,680697,247369,394,1683
B147247,MULTI_RES,Institution,Z0728,P_862,4,28,14480,0,1,0,680644,247361,341,1675
B147248,MULTI_RES,Institution,Z0728,P_862,5,31,12140,0,1,0,680658,247374,355,1688
B147249,MULTI_RES,Institution,Z0728,P_862,7,31,12140,0,1,0,680669,247389,366,1703
B147250,MULTI_RES,Institution,Z0342,P_854,5,29,14940,0,1,0,680596,247397,293,1711
B147251,MULTI_RES,Institution,Z0342,P_854,5,31,12140,0,1,0,680610,247410,307,1724
B147252,MULTI_RES,Institution,Z0342,P_854,6,32,12480,0,1,0,680621,247424,318,1738
B147253,MULTI_RES,Institution,Z0341,P_854,4,29,14940,0,1,0,680569,247418,266,1732
B147254,MULTI_RES,Institution,Z0341,P_854,6,32,12480,0,1,0,680583,247431,280,1745
B147255,MULTI_RES,Institution,Z0341,P_854,5,32,12480,0,1,0,680595,247445,292,1759
B147256,MULTI_RES,Institution,Z0340,P_855,16,77,27780,0,1,0,680573,247480,270,1794
B147257,MULTI_RES,Institution,Z0339,P_855,5,29,14940,0,1,0,680508,247468,205,1782
B147258,MULTI_RES,Institution,Z0339,P_855,5,31,12140,0,1,0,680523,247480,220,1794
B147259,MULTI_RES,Institution,Z0339,P_855,6,31,12140,0,1,0,680535,247494,232,1808
B147260,MULTI_RES,Institution,Z0338,P_785,3,29,14940,0,1,0,680485,247492,182,1806
B147261,MULTI_RES,Institution,Z0338,P_785,5,31,12140,0,1,0,680499,247504,196,1818
B147262,MULTI_RES,Institution,Z0338,P_785,5,32,12480,0,1,0,680511,247518,208,1832
B147263,MULTI_RES,Institution,Z0344,P_803,23,43,16220,0,1,0,680464,247561,161,1875
B147264,MULTI_RES,Institution,Z1981,P_803,4,31,12140,0,1,0,680465,247508,162,1822
B147265,MULTI_RES,Institution,Z1981,P_803,7,31,12140,0,1,0,680452,247522,149,1836
B147266,MULTI_RES,Landlord,Z0333,P_562,6,24,12640,0,1,0,680402,247641,99,1955
B147267,MULTI_RES,Landlord,Z0333,P_562,4,24,12640,0,1,0,680426,247619,123,1933
B147268,MULTI_RES,Landlord,Z0333,P_562,4,23,12180,0,1,0,680415,247631,112,1945
B147269,MULTI_RES,Firm,Z0332,P_562,9,34,13160,0,1,0,680369,247617,66,1931
B147270,MULTI_RES,Firm,Z0332,P_562,10,34,13160,0,1,0,680383,247604,80,1918
B147271,MULTI_RES,Firm,Z0332,P_562,9,34,13160,0,1,0,680397,247590,94,1904
B147272,MULTI_RES,Firm,Z0334,P_569,8,33,12820,0,1,0,680343,247642,40,1956
B147273,MULTI_RES,Firm,Z0334,P_569,8,32,12480,0,1,0,680357,247655,54,1969
B147274,MULTI_RES,Firm,Z0334,P_569,6,33,12820,0,1,0,680369,247669,66,1983
B147275,MULTI_RES,Firm,Z0335,P_569,7,33,12820,0,1,0,680319,247667,16,1981
B147276,MULTI_RES,Firm,Z0335,P_569,10,33,12820,0,1,0,680332,247679,29,1993
B147277,MULTI_RES,Firm,Z0335,P_569,6,34,13160,0,1,0,680345,247693,42,2007
B147279,MULTI_RES,Landlord,Z0253,P_863,8,40,15200,0,1,0,680970,247404,667,1718
B147280,MULTI_RES,Landlord,Z0253,P_863,4,16,8960,0,1,0,680959,247394,656,1708
B147281,MULTI_RES,Firm,Z0253,P_863,4,22,11720,0,1,0,680950,247388,647,1702
B147282,MULTI_RES,Landlord,Z0253,P_863,4,19,10340,0,1,0,680940,247388,637,1702
B147283,MULTI_RES,Institution,Z0253,P_863,6,24,12640,0,1,0,680929,247394,626,1708
B147284,MULTI_RES,Institution,Z0253,P_863,4,24,12640,0,1,0,680917,247403,614,1717
B147285,MULTI_RES,Institution,Z0253,P_863,12,63,23020,0,1,0,680915,247420,612,1734
B147286,MULTI_RES,Institution,Z0253,P_863,7,24,12640,0,1,0,680949,247421,646,1735
B147287,MULTI_RES,Institution,Z0253,P_863,5,24,12640,0,1,0,680935,247427,632,1741
B147288,SCHOOL,Institution,Z1577,P_550,1,271,82700,0,1,0,681117,247539,814,1853
B147289,SCHOOL,Institution,Z0070,P_550,1,236,72200,0,1,0,681083,247586,780,1900
B147290,LIBRARY,Institution,Z0215,P_548,1,33,12820,0,1,0,680943,247780,640,2094
B147291,MULTI_RES,Institution,Z0211,P_474,4,20,10800,0,1,0,680759,247959,456,2273
B147292,OFFICE,Institution,Z1452,P_893,1,14,8040,0,1,0,680821,247439,518,1753
B147293,LIBRARY,Institution,Z0214,P_461,1,20,10800,0,1,0,680697,247939,394,2253
B147355,MULTI_RES,Landlord,Z0167,P_511,8,29,14940,0,1,0,680647,247990,344,2304
B147356,MULTI_RES,Firm,Z0167,P_511,9,28,14480,0,1,0,680630,247989,327,2303
B147357,MULTI_RES,Landlord,Z0167,P_511,5,28,14480,0,1,0,680614,247987,311,2301
B147358,MULTI_RES,Landlord,Z0167,P_511,5,28,14480,0,1,0,680597,247986,294,2300
B147359,MULTI_RES,Firm,Z0167,P_511,8,28,14480,0,1,0,680580,247985,277,2299
B147360,MULTI_RES,Institution,Z0173,P_511,13,32,12480,0,1,0,680564,248003,261,2317
B147361,MULTI_RES,Institution,Z0173,P_511,13,33,12820,0,1,0,680545,248002,242,2316
B147362,MULTI_RES,Institution,Z0174,P_511,7,41,15540,0,1,0,680475,247994,172,2308
B147363,MULTI_RES,Institution,Z0174,P_511,5,28,14480,0,1,0,680475,247975,172,2289
B147390,MULTI_RES,Landlord,Z0167,P_511,4,29,14940,0,1,0,680697,248003,394,2317
B147391,MULTI_RES,Landlord,Z0167,P_511,6,29,14940,0,1,0,680664,247993,361,2307
B147460,MULTI_RES,Landlord,Z0185,P_473,7,52,19280,0,1,0,680821,247997,518,2311
B147461,MULTI_RES,Landlord,Z0185,P_473,8,42,15880,0,1,0,680805,247993,502,2307
B147462,MULTI_RES,Landlord,Z0185,P_473,8,42,15880,0,1,0,680790,247989,487,2303
B147463,MULTI_RES,Institution,Z0185,P_473,8,49,18260,0,1,0,680814,247947,511,2261
B147464,MULTI_RES,Institution,Z0185,P_473,5,49,18260,0,1,0,680803,247957,500,2271
B147465,MULTI_RES,Landlord,Z0185,P_473,8,41,15540,0,1,0,680792,247967,489,2281
B147466,MULTI_RES,Landlord,Z0185,P_473,7,48,17920,0,1,0,680782,247978,479,2292
B147467,MULTI_RES,Institution,Z0185,P_473,7,59,21660,0,1,0,680826,247936,523,2250
B147468,MULTI_RES,Institution,Z0185,P_473,9,59,21660,0,1,0,680856,247971,553,2285
B147469,MULTI_RES,Institution,Z0185,P_473,6,45,16900,0,1,0,680845,247981,542,2295
B147470,MULTI_RES,Institution,Z0185,P_473,4,45,16900,0,1,0,680834,247989,531,2303
B147471,MULTI_RES,Institution,Z0185,P_473,8,52,19280,0,1,0,680848,247958,545,2272
B147472,MULTI_RES,Institution,Z0185,P_473,6,52,19280,0,1,0,680838,247946,535,2260
B147473,MULTI_RES,Firm,Z0181,P_488,7,27,14020,0,1,0,680859,247927,556,2241
B147474,MULTI_RES,Firm,Z0181,P_488,8,37,14180,0,1,0,680850,247914,547,2228
B147475,MULTI_RES,Firm,Z0181,P_488,7,30,11800,0,1,0,680869,247939,566,2253
B147476,MULTI_RES,Landlord,Z0181,P_488,2,17,9420,0,1,0,680901,247935,598,2249
B147477,MULTI_RES,Landlord,Z0181,P_488,4,20,10800,0,1,0,680893,247942,590,2256
B147478,MULTI_RES,Landlord,Z0181,P_488,8,35,13500,0,1,0,680881,247950,578,2264
B147479,MULTI_RES,Firm,Z0181,P_488,7,23,12180,0,1,0,680895,247869,592,2183
B147480,MULTI_RES,Landlord,Z0181,P_488,5,25,13100,0,1,0,680884,247880,581,2194
B147481,MULTI_RES,Firm,Z0181,P_488,8,27,14020,0,1,0,680874,247890,571,2204
B147482,MULTI_RES,Landlord,Z0181,P_488,5,16,8960,0,1,0,680865,247898,562,2212
B147483,MULTI_RES,Landlord,Z0181,P_488,5,16,8960,0,1,0,680859,247904,556,2218
B147484,MULTI_RES,Landlord,Z0181,P_488,5,24,12640,0,1,0,680931,247913,628,2227
B147485,MULTI_RES,Landlord,Z0181,P_488,9,28,14480,0,1,0,680918,247921,615,2235
B147486,MULTI_RES,Landlord,Z0181,P_488,2,19,10340,0,1,0,680908,247929,605,2243
B147487,MULTI_RES,Landlord,Z0181,P_488,6,29,14940,0,1,0,680907,247865,604,2179
B147488,MULTI_RES,Landlord,Z0181,P_488,9,53,19620,0,1,0,680920,247887,617,2201
B147489,MULTI_RES,Firm,Z0186,P_436,4,50,18600,0,1,0,680952,247876,649,2190
B147490,MULTI_RES,Landlord,Z0181,P_488,7,36,13840,0,1,0,680938,247900,635,2214
B147491,MULTI_RES,Firm,Z0186,P_436,5,71,25740,0,1,0,680964,247885,661,2199
B147492,MULTI_RES,Landlord,Z0186,P_436,13,50,18600,0,1,0,680933,247854,630,2168
B147493,MULTI_RES,Landlord,Z0186,P_436,5,50,18600,0,1,0,680942,247865,639,2179
B147494,MULTI_RES,Firm,Z0186,P_436,14,67,24380,0,1,0,680925,247842,622,2156
B147495,MULTI_RES,Landlord,Z0186,P_436,5,57,20980,0,1,0,680979,247873,676,2187
B147496,MULTI_RES,Landlord,Z0186,P_436,4,56,20640,0,1,0,680962,247807,659,2121
B147497,MULTI_RES,Landlord,Z0186,P_436,8,54,19960,0,1,0,680950,247818,647,2132
B147498,MULTI_RES,Landlord,Z0186,P_436,7,55,20300,0,1,0,680938,247829,635,2143
B147499,MULTI_RES,Landlord,Z0186,P_436,7,54,19960,0,1,0,680974,247817,671,2131
B147500,MULTI_RES,Landlord,Z0186,P_436,7,54,19960,0,1,0,680985,247829,682,2143
B147501,MULTI_RES,Landlord,Z0186,P_436,6,54,19960,0,1,0,680996,247840,693,2154
B147502,MULTI_RES,Landlord,Z0178,P_456,7,32,12480,0,1,0,680945,248006,642,2320
B147505,MULTI_RES,Institution,Z0178,P_456,16,32,12480,0,1,0,680928,248003,625,2317
B147506,MULTI_RES,Institution,Z0178,P_456,10,27,14020,0,1,0,680923,247958,620,2272
B147507,MULTI_RES,Institution,Z0178,P_456,21,63,23020,0,1,0,680907,247973,604,2287
B147508,MULTI_RES,Institution,Z0178,P_456,10,32,12480,0,1,0,680915,247992,612,2306
B147510,MULTI_RES,Institution,Z0188,P_428,11,32,12480,0,1,0,681165,247883,862,2197
B147511,MULTI_RES,Institution,Z0188,P_428,9,32,12480,0,1,0,681149,247894,846,2208
B147512,MULTI_RES,Institution,Z0188,P_428,10,32,12480,0,1,0,681133,247906,830,2220
B147514,MULTI_RES,Landlord,Z0178,P_456,12,33,12820,0,1,0,680976,247999,673,2313
B147515,MULTI_RES,Firm,Z0178,P_456,13,30,11800,0,1,0,680962,248007,659,2321
B147516,MULTI_RES,Institution,Z0186,P_436,8,55,20300,0,1,0,680992,247863,689,2177
B147517,MULTI_RES,Institution,Z0178,P_456,10,27,14020,0,1,0,680935,247948,632,2262
B147518,MULTI_RES,Institution,Z0188,P_428,12,36,13840,0,1,0,681117,247910,814,2224
B147519,MULTI_RES,Institution,Z0188,P_428,8,26,13560,0,1,0,681175,247872,872,2186
B147520,MULTI_RES,Institution,Z0188,P_428,4,27,14020,0,1,0,681164,247860,861,2174
B147521,MULTI_RES,Landlord,Z0316,P_433,2,10,6200,0,1,0,681261,247805,958,2119
B147522,MULTI_RES,Landlord,Z0316,P_433,4,13,7580,0,1,0,681254,247800,951,2114
B147523,MULTI_RES,Landlord,Z0316,P_433,4,10,6200,0,1,0,681247,247806,944,2120
B147524,MULTI_RES,Landlord,Z0316,P_433,6,24,12640,0,1,0,681202,247860,899,2174
B147525,MULTI_RES,Landlord,Z0316,P_433,9,29,14940,0,1,0,681214,247849,911,2163
B147526,MULTI_RES,Landlord,Z0316,P_433,3,21,11260,0,1,0,681250,247826,947,2140
B147527,MULTI_RES,Landlord,Z0316,P_433,3,10,6200,0,1,0,681260,247820,957,2134
B147528,MULTI_RES,Landlord,Z0316,P_433,5,21,11260,0,1,0,681268,247813,965,2127
B147529,RETAIL,Institution,Z0316,P_433,1,76,27440,0,1,0,681230,247834,927,2148
B147530,MULTI_RES,Institution,Z0246,P_549,11,70,25400,0,1,0,681102,247756,799,2070
B147531,MULTI_RES,Institution,Z0246,P_549,9,69,25060,0,1,0,681088,247741,785,2055
B147532,MULTI_RES,Institution,Z0246,P_549,6,70,25400,0,1,0,681075,247725,772,2039
B147533,MULTI_RES,Landlord,Z0246,P_549,4,38,14520,0,1,0,681095,247680,792,1994
B147534,MULTI_RES,Landlord,Z0246,P_549,3,42,15880,0,1,0,681088,247686,785,2000
B147535,MULTI_RES,Firm,Z0246,P_549,12,84,30160,0,1,0,681066,247710,763,2024
B147536,MULTI_RES,Institution,Z0246,P_549,4,70,25400,0,1,0,681132,247736,829,2050
B147537,MULTI_RES,Institution,Z0246,P_549,5,70,25400,0,1,0,681117,247751,814,2065
B147538,MULTI_RES,Landlord,Z0186,P_436,6,55,20300,0,1,0,681005,247852,702,2166
B147539,MULTI_RES,Institution,Z0248,P_590,10,80,28800,0,1,0,681180,247839,877,2153
B147540,MULTI_RES,Institution,Z0248,P_590,5,74,26760,0,1,0,681166,247827,863,2141
B147541,MULTI_RES,Institution,Z0248,P_590,9,74,26760,0,1,0,681153,247812,850,2126
B147542,MULTI_RES,Institution,Z0248,P_590,5,74,26760,0,1,0,681140,247798,837,2112
B147543,MULTI_RES,Institution,Z0248,P_590,9,77,27780,0,1,0,681129,247783,826,2097
B147544,MULTI_RES,Landlord,Z0248,P_590,12,82,29480,0,1,0,681178,247736,875,2050
B147545,MULTI_RES,Institution,Z0248,P_590,3,44,16560,0,1,0,681166,247745,863,2059
B147546,MULTI_RES,Institution,Z0248,P_590,8,74,26760,0,1,0,681155,247755,852,2069
B147547,MULTI_RES,Institution,Z0248,P_590,8,74,26760,0,1,0,681141,247769,838,2083
B147548,MULTI_RES,Landlord,Z0248,P_590,5,82,29480,0,1,0,681229,247782,926,2096
B147549,MULTI_RES,Institution,Z0248,P_590,6,76,27440,0,1,0,681218,247797,915,2111
B147550,MULTI_RES,Institution,Z0248,P_590,8,74,26760,0,1,0,681206,247812,903,2126
B147551,MULTI_RES,Institution,Z0248,P_590,10,74,26760,0,1,0,681193,247827,890,2141
B147552,MULTI_RES,Institution,Z0248,P_590,5,45,16900,0,1,0,681221,247771,918,2085
B147553,MULTI_RES,Landlord,Z0278,P_588,4,18,9880,0,1,0,681230,247747,927,2061
B147554,MULTI_RES,Landlord,Z0248,P_590,4,75,27100,0,1,0,681211,247763,908,2077
B147555,MULTI_RES,Landlord,Z0248,P_590,5,75,27100,0,1,0,681199,247753,896,2067
B147556,MULTI_RES,Landlord,Z0248,P_590,3,44,16560,0,1,0,681190,247744,887,2058
B147557,MULTI_RES,Firm,Z0246,P_549,4,35,13500,0,1,0,681112,247674,809,1988
B147558,MULTI_RES,Firm,Z0246,P_549,5,53,19620,0,1,0,681103,247669,800,1983
B147559,MULTI_RES,Firm,Z0246,P_549,4,37,14180,0,1,0,681149,247707,846,2021
B147560,MULTI_RES,Landlord,Z0246,P_549,3,49,18260,0,1,0,681155,247715,852,2029
B147561,MULTI_RES,Institution,Z0246,P_549,4,39,14860,0,1,0,681144,247725,841,2039
B147562,MULTI_RES,Landlord,Z0246,P_549,4,38,14520,0,1,0,681141,247701,838,2015
B147563,MULTI_RES,Landlord,Z0246,P_549,5,39,14860,0,1,0,681134,247694,831,2008
B147564,MULTI_RES,Landlord,Z0246,P_549,3,38,14520,0,1,0,681127,247687,824,2001
B147565,MULTI_RES,Landlord,Z0246,P_549,9,39,14860,0,1,0,681119,247681,816,1995
B147566,MULTI_RES,Landlord,Z0271,P_589,7,44,16560,0,1,0,681132,247661,829,1975
B147567,MULTI_RES,Landlord,Z0271,P_589,9,64,23360,0,1,0,681123,247651,820,1965
B147568,MULTI_RES,Firm,Z0278,P_588,5,20,10800,0,1,0,681207,247726,904,2040
B147569,MULTI_RES,Landlord,Z0271,P_589,6,52,19280,0,1,0,681163,247688,860,2002
B147570,MULTI_RES,Landlord,Z0271,P_589,6,52,19280,0,1,0,681153,247679,850,1993
B147571,MULTI_RES,Firm,Z0271,P_589,7,69,25060,0,1,0,681143,247669,840,1983
B147572,MULTI_RES,Landlord,Z0278,P_588,2,18,9880,0,1,0,681204,247709,901,2023
B147573,MULTI_RES,Landlord,Z0278,P_588,6,22,11720,0,1,0,681197,247718,894,2032
B147574,MULTI_RES,Landlord,Z0271,P_589,5,45,16900,0,1,0,681182,247688,879,2002
B147575,MULTI_RES,Landlord,Z0271,P_589,5,55,20300,0,1,0,681173,247696,870,2010
B147576,MULTI_RES,Landlord,Z0271,P_589,3,37,14180,0,1,0,681173,247592,870,1906
B147577,MULTI_RES,Institution,Z0271,P_589,12,67,24380,0,1,0,681166,247601,863,1915
B147578,INDUSTRIAL,Firm,Z0274,P_589,1,26,13560,0,0,0,681185,247617,882,1931
B147579,MULTI_RES,Landlord,Z0271,P_589,10,88,31520,0,1,0,681153,247614,850,1928
B147580,MULTI_RES,Landlord,Z0275,P_589,1,20,10800,0,0,0,681169,247629,866,1943
B147581,MULTI_RES,Firm,Z0271,P_589,4,41,15540,0,1,0,681144,247626,841,1940
B147582,MULTI_RES,Firm,Z0271,P_589,4,55,20300,0,1,0,681137,247634,834,1948
B147583,MULTI_RES,Landlord,Z0271,P_589,1,35,13500,0,1,0,681129,247641,826,1955
B147584,MULTI_RES,Landlord,Z0271,P_589,8,74,26760,0,1,0,681182,247585,879,1899
B147585,MULTI_RES,Firm,Z0274,P_589,3,26,13560,0,0,0,681197,247627,894,1941
B147586,MULTI_RES,Landlord,Z0271,P_589,7,65,23700,0,1,0,681228,247623,925,1937
B147587,MULTI_RES,Firm,Z0271,P_589,5,67,24380,0,1,0,681217,247614,914,1928
B147588,MULTI_RES,Landlord,Z0271,P_589,8,67,24380,0,1,0,681206,247604,903,1918
B147589,MULTI_RES,Landlord,Z0271,P_589,6,67,24380,0,1,0,681194,247595,891,1909
B147590,MULTI_RES,Landlord,Z0271,P_589,5,76,27440,0,1,0,681238,247634,935,1948
B147591,MULTI_RES,Landlord,Z0271,P_589,2,36,13840,0,1,0,681229,247643,926,1957
B147592,MULTI_RES,Landlord,Z0271,P_589,8,63,23020,0,1,0,681221,247651,918,1965
B147593,MULTI_RES,Landlord,Z0279,P_618,5,22,11720,0,1,0,681253,247664,950,1978
B147594,MULTI_RES,Landlord,Z0279,P_618,6,20,10800,0,1,0,681244,247673,941,1987
B147595,MULTI_RES,Landlord,Z0279,P_618,6,29,14940,0,1,0,681233,247683,930,1997
B147596,MULTI_RES,Institution,Z0271,P_589,7,59,21660,0,1,0,681211,247660,908,1974
B147597,MULTI_RES,Institution,Z0271,P_589,16,70,25400,0,1,0,681201,247670,898,1984
B147598,MULTI_RES,Institution,Z0278,P_588,9,38,14520,0,1,0,681217,247701,914,2015
B147599,MULTI_RES,Institution,Z0271,P_589,6,61,22340,0,1,0,681190,247680,887,1994
B147600,MULTI_RES,Firm,Z0278,P_588,10,39,14860,0,1,0,681219,247736,916,2050
B147601,MULTI_RES,Landlord,Z0278,P_588,5,38,14520,0,1,0,681242,247722,939,2036
B147602,MULTI_RES,Firm,Z0279,P_618,7,21,11260,0,1,0,681290,247713,987,2027
B147603,MULTI_RES,Landlord,Z0279,P_618,6,31,12140,0,1,0,681280,247725,977,2039
B147604,MULTI_RES,Firm,Z0278,P_588,1,144,44600,0,1,0,681251,247748,948,2062
B147605,MULTI_RES,Landlord,Z0281,P_584,5,33,12820,0,1,0,681332,247712,1029,2026
B147606,MULTI_RES,Landlord,Z0279,P_618,7,21,11260,0,1,0,681297,247681,994,1995
B147607,MULTI_RES,Firm,Z0279,P_618,4,23,12180,0,1,0,681287,247673,984,1987
B147608,MULTI_RES,Firm,Z0279,P_618,8,26,13560,0,1,0,681276,247664,973,1978
B147609,MULTI_RES,Firm,Z0279,P_618,13,27,14020,0,1,0,681264,247655,961,1969
B147610,MULTI_RES,Landlord,Z0279,P_618,4,28,14480,0,1,0,681307,247692,1004,2006
B147611,MULTI_RES,Landlord,Z0279,P_618,8,21,11260,0,1,0,681298,247703,995,2017
