bldg_name,bldg_type,bldg_owner,zone_id,plot_id,num_smart_meters,pv_size_kw,pv_subsidy,pv_already_installed_size_kW,can_install_pv,minergie,x_coord,y_coord,x_coord_norm,y_coord_norm
B11515632,SINGLE_RES,Institution,Z0885,P_385,2,7,4820,0,1,0,680777,246316,474,630
B11516115,SINGLE_RES,Institution,Z1882,P_384,1,10,6200,0,1,0,680535,246483,232,797
B11516118,SINGLE_RES,Institution,Z1658,P_110,1,7,4820,0,1,0,680810,245817,507,131
B11516119,MULTI_RES,Firm,Z0080,P_985,10,39,14860,0,1,0,682011,247127,1708,1441
B11518999,RETAIL,Firm,Z0132,P_770,1,48,17920,0,1,0,682325,247535,2022,1849
B11526435,HOSPITAL,Institution,Z1412,P_329,1,26,13560,0,1,0,682454,246657,2151,971
B140995,OFFICE,Landlord,Z1322,P_683,1,45,16900,0,1,0,682442,247054,2139,1368
B143513,SCHOOL,Institution,Z0141,P_334,1,62,22680,0,1,0,682413,246812,2110,1126
B143514,SINGLE_RES,Homeowner,Z1843,P_330,1,15,8500,0,1,0,682397,246677,2094,991
B143515,SINGLE_RES,Homeowner,Z1844,P_330,2,14,8040,0,1,0,682384,246704,2081,1018
B143521,SCHOOL,Institution,Z1261,P_330,1,23,12180,0,1,0,682409,246661,2106,975
B143522,SINGLE_RES,Homeowner,Z1843,P_330,1,15,8500,0,1,0,682393,246683,2090,997
B143523,SINGLE_RES,Homeowner,Z1844,P_330,1,14,8040,0,1,0,682387,246697,2084,1011
B143524,SINGLE_RES,Homeowner,Z1263,P_330,2,16,8960,0,1,0,682378,246716,2075,1030
B143526,SINGLE_RES,Institution,Z1370,P_334,1,10,6200,0,1,0,682373,246819,2070,1133
B143527,SINGLE_RES,Homeowner,Z1333,P_330,1,35,13500,0,1,0,682359,246758,2056,1072
B143528,SCHOOL,Institution,Z1379,P_334,1,44,16560,0,1,0,682417,246864,2114,1178
B143535,OFFICE,Firm,Z1365,P_325,1,41,15540,0,1,0,682435,246964,2132,1278
B143539,HOSPITAL,Institution,Z1411,P_329,1,14,8040,0,1,0,682465,246665,2162,979
B143541,MULTI_RES,Firm,Z0589,P_324,19,138,42800,0,1,0,682240,246699,1937,1013
B143542,MULTI_RES,Landlord,Z1378,P_324,3,25,13100,0,1,0,682284,246790,1981,1104
B143543,MULTI_RES,Landlord,Z1366,P_324,3,21,11260,0,1,0,682279,246775,1976,1089
B143544,RETAIL,Landlord,Z1380,P_324,1,16,8960,0,1,0,682272,246761,1969,1075
B143545,MULTI_RES,Landlord,Z0589,P_324,1,34,13160,0,1,0,682262,246747,1959,1061
B143546,MULTI_RES,Firm,Z1300,P_221,8,33,12820,0,1,0,682020,246444,1717,758
B143547,MULTI_RES,Firm,Z1300,P_221,5,31,12140,0,1,0,682001,246443,1698,757
B143548,MULTI_RES,Firm,Z1300,P_221,6,32,12480,0,1,0,681982,246442,1679,756
B143549,SCHOOL,Institution,Z0140,P_333,1,22,11720,0,1,0,682324,246562,2021,876
B143550,MULTI_RES,Landlord,Z1378,P_324,2,20,10800,0,1,0,682290,246805,1987,1119
B143551,SCHOOL,Institution,Z0140,P_333,1,19,10340,0,1,0,682196,246586,1893,900
B143552,MULTI_RES,Landlord,Z0201,P_221,1,31,12140,0,1,0,682074,246491,1771,805
B143553,RETAIL,Firm,Z0202,P_221,1,339,103100,0,1,0,682064,246567,1761,881
B143554,MULTI_RES,Firm,Z1301,P_221,4,38,14520,0,1,0,682013,246358,1710,672
B143555,MULTI_RES,Firm,Z1301,P_221,4,37,14180,0,1,0,681994,246358,1691,672
B143556,MULTI_RES,Firm,Z1304,P_221,5,31,12140,0,1,0,681969,246361,1666,675
B143557,MULTI_RES,Firm,Z1305,P_221,5,32,12480,0,1,0,681998,246388,1695,702
B143558,MULTI_RES,Firm,Z1305,P_221,4,32,12480,0,1,0,681979,246389,1676,703
B143559,MULTI_RES,Firm,Z1299,P_221,4,32,12480,0,1,0,681976,246414,1673,728
B143560,MULTI_RES,Firm,Z1303,P_221,4,28,14480,0,1,0,682014,246413,1711,727
B143561,MULTI_RES,Firm,Z1303,P_221,4,27,14020,0,1,0,681999,246414,1696,728
B143562,SINGLE_RES,Homeowner,Z1456,P_221,1,79,28460,0,1,0,682062,246395,1759,709
B143563,MULTI_RES,Landlord,Z0583,P_221,4,33,12820,0,1,0,682149,246446,1846,760
B143564,MULTI_RES,Landlord,Z0587,P_221,6,34,13160,0,1,0,682123,246443,1820,757
B143565,MULTI_RES,Landlord,Z0587,P_221,5,28,14480,0,1,0,682107,246436,1804,750
B143566,MULTI_RES,Landlord,Z0585,P_221,6,33,12820,0,1,0,682143,246474,1840,788
B143567,MULTI_RES,Landlord,Z0586,P_221,5,34,13160,0,1,0,682113,246467,1810,781
B143568,MULTI_RES,Landlord,Z0586,P_221,7,35,13500,0,1,0,682095,246460,1792,774
B143569,MULTI_RES,Landlord,Z0580,P_286,8,38,14520,0,1,0,682289,246479,1986,793
B143570,MULTI_RES,Landlord,Z0579,P_286,4,39,14860,0,1,0,682202,246485,1899,799
B143571,MULTI_RES,Landlord,Z0578,P_383,4,34,13160,0,1,0,682179,246481,1876,795
B143572,MULTI_RES,Landlord,Z0578,P_383,5,29,14940,0,1,0,682180,246463,1877,777
B143573,MULTI_RES,Landlord,Z1928,P_286,3,35,13500,0,1,0,682205,246447,1902,761
B143574,MULTI_RES,Landlord,Z0575,P_399,4,30,11800,0,1,0,682183,246426,1880,740
B143575,MULTI_RES,Landlord,Z0575,P_399,4,36,13840,0,1,0,682184,246408,1881,722
B143576,MULTI_RES,Landlord,Z0577,P_286,8,38,14520,0,1,0,682220,246420,1917,734
B143577,MULTI_RES,Landlord,Z0580,P_286,10,41,15540,0,1,0,682281,246463,1978,777
B143578,MULTI_RES,Firm,Z0124,P_286,7,39,14860,0,1,0,682252,246409,1949,723
B143579,MULTI_RES,Landlord,Z0124,P_286,9,39,14860,0,1,0,682243,246394,1940,708
B143580,MULTI_RES,Landlord,Z0124,P_286,11,39,14860,0,1,0,682234,246378,1931,692
B143581,MULTI_RES,Firm,Z0124,P_286,1,39,14860,0,1,0,682225,246363,1922,677
B143582,MULTI_RES,Firm,Z0124,P_286,12,39,14860,0,1,0,682216,246348,1913,662
B143583,MULTI_RES,Landlord,Z0124,P_286,5,39,14860,0,1,0,682200,246319,1897,633
B143584,MULTI_RES,Landlord,Z0576,P_286,6,35,13500,0,1,0,682208,246392,1905,706
B143585,MULTI_RES,Firm,Z0574,P_286,5,30,11800,0,1,0,682186,246372,1883,686
B143586,MULTI_RES,Landlord,Z0574,P_286,5,34,13160,0,1,0,682188,246354,1885,668
B143587,MULTI_RES,Landlord,Z0124,P_286,5,43,16220,0,1,0,682193,246306,1890,620
B143588,MULTI_RES,Landlord,Z0584,P_221,6,34,13160,0,1,0,682126,246416,1823,730
B143589,MULTI_RES,Landlord,Z0584,P_221,8,34,13160,0,1,0,682145,246419,1842,733
B143590,MULTI_RES,Landlord,Z1292,P_386,4,26,13560,0,1,0,682157,246365,1854,679
B143591,MULTI_RES,Landlord,Z1296,P_386,6,32,12480,0,1,0,682158,246341,1855,655
B143593,MULTI_RES,Landlord,Z1298,P_386,1,22,11720,0,1,0,682136,246336,1833,650
B143594,MULTI_RES,Landlord,Z1251,P_259,4,46,17240,0,1,0,682130,246254,1827,568
B143595,MULTI_RES,Firm,Z0573,P_259,5,27,14020,0,1,0,682129,246218,1826,532
B143596,MULTI_RES,Landlord,Z0573,P_259,4,30,11800,0,1,0,682159,246256,1856,570
B143597,MULTI_RES,Landlord,Z0573,P_259,7,25,13100,0,1,0,682151,246241,1848,555
B143598,MULTI_RES,Landlord,Z0573,P_259,2,19,10340,0,1,0,682140,246229,1837,543
B143838,LIBRARY,Firm,Z1266,P_241,1,23,12180,0,1,0,682405,246381,2102,695
B143839,MULTI_RES,Firm,Z1281,P_241,25,84,30160,0,1,0,682400,246412,2097,726
B143840,MULTI_RES,Firm,Z1293,P_241,1,19,10340,0,1,0,682448,246382,2145,696
B143846,LIBRARY,Firm,Z1457,P_241,1,173,53300,0,1,0,682435,246474,2132,788
B143847,RETAIL,Landlord,Z1274,P_224,1,92,32880,0,1,0,682326,246445,2023,759
B143848,MULTI_RES,Firm,Z0582,P_224,2,27,14020,0,1,0,682295,246385,1992,699
B143849,MULTI_RES,Firm,Z0581,P_224,9,194,59600,0,1,0,682258,246325,1955,639
B143850,MULTI_RES,Landlord,Z0572,P_224,4,17,9420,0,1,0,682207,246269,1904,583
B143851,MULTI_RES,Landlord,Z0572,P_224,1,12,7120,0,1,0,682202,246260,1899,574
B143852,MULTI_RES,Firm,Z0571,P_224,6,43,16220,0,1,0,682200,246245,1897,559
B143853,MULTI_RES,Landlord,Z0571,P_224,11,42,15880,0,1,0,682194,246233,1891,547
B143855,MULTI_RES,Landlord,Z1461,P_224,18,50,18600,0,1,0,682196,246206,1893,520
B143856,MULTI_RES,Landlord,Z1276,P_390,2,39,14860,0,1,0,682338,246422,2035,736
B143857,MULTI_RES,Landlord,Z1265,P_390,4,72,26080,0,1,0,682352,246401,2049,715
B143858,MULTI_RES,Landlord,Z1265,P_390,5,39,14860,0,1,0,682366,246393,2063,707
B143859,MULTI_RES,Landlord,Z1265,P_390,5,92,32880,0,1,0,682369,246368,2066,682
B143860,SINGLE_RES,Homeowner,Z1272,P_224,2,20,10800,0,1,0,682327,246272,2024,586
B143861,MULTI_RES,Landlord,Z0592,P_224,3,40,15200,0,1,0,682348,246268,2045,582
B143869,MULTI_RES,Landlord,Z1259,P_241,1,39,14860,0,1,0,682426,246252,2123,566
B143871,LIBRARY,Firm,Z1458,P_241,1,20,10800,0,1,0,682428,246175,2125,489
B143872,SINGLE_RES,Firm,Z1262,P_241,1,23,12180,0,1,0,682402,246270,2099,584
B143873,MULTI_RES,Landlord,Z1282,P_241,2,29,14940,0,1,0,682402,246241,2099,555
B143874,MULTI_RES,Landlord,Z1283,P_241,4,30,11800,0,1,0,682401,246219,2098,533
B143875,MULTI_RES,Firm,Z1280,P_241,5,48,17920,0,1,0,682402,246195,2099,509
B143876,MULTI_RES,Landlord,Z1257,P_241,4,33,12820,0,1,0,682404,246169,2101,483
B143878,SINGLE_RES,Homeowner,Z1464,P_241,3,34,13160,0,1,0,682429,246145,2126,459
B143883,MULTI_RES,Landlord,Z1461,P_224,8,48,17920,0,1,0,682197,246182,1894,496
B143884,MULTI_RES,Landlord,Z1461,P_224,8,29,14940,0,1,0,682199,246163,1896,477
B143885,MULTI_RES,Landlord,Z1501,P_224,7,31,12140,0,1,0,682201,246142,1898,456
B143886,MULTI_RES,Firm,Z1505,P_224,7,30,11800,0,1,0,682202,246117,1899,431
B143887,MULTI_RES,Landlord,Z1497,P_224,4,27,14020,0,1,0,682274,246143,1971,457
B143888,MULTI_RES,Landlord,Z1500,P_224,6,38,14520,0,1,0,682259,246108,1956,422
B143889,MULTI_RES,Landlord,Z1492,P_224,7,31,12140,0,1,0,682225,246140,1922,454
B143890,MULTI_RES,Firm,Z1487,P_224,8,34,13160,0,1,0,682229,246110,1926,424
B143891,MULTI_RES,Landlord,Z1505,P_224,9,38,14520,0,1,0,682205,246099,1902,413
B143892,MULTI_RES,Institution,Z1516,P_195,7,41,15540,0,1,0,682366,246086,2063,400
B143893,MULTI_RES,Landlord,Z1494,P_224,2,30,11800,0,1,0,682348,246116,2045,430
B143894,MULTI_RES,Firm,Z1286,P_195,9,44,16560,0,1,0,682368,246056,2065,370
B143895,MULTI_RES,Firm,Z0568,P_195,8,42,15880,0,1,0,682348,246038,2045,352
B143896,MULTI_RES,Firm,Z1475,P_224,4,41,15540,0,1,0,682311,246108,2008,422
B143897,MULTI_RES,Landlord,Z1514,P_224,3,29,14940,0,1,0,682279,246116,1976,430
B143898,MULTI_RES,Landlord,Z1485,P_195,2,47,17580,0,1,0,682322,246078,2019,392
B143899,MULTI_RES,Landlord,Z1250,P_224,4,33,12820,0,1,0,682371,246163,2068,477
B143900,MULTI_RES,Firm,Z1252,P_224,3,36,13840,0,1,0,682371,246139,2068,453
B143901,MULTI_RES,Landlord,Z1473,P_224,3,27,14020,0,1,0,682370,246118,2067,432
B143902,MULTI_RES,Firm,Z0594,P_224,5,21,11260,0,1,0,682318,246130,2015,444
B143903,SINGLE_RES,Homeowner,Z1518,P_224,1,21,11260,0,1,0,682348,246140,2045,454
B143904,MULTI_RES,Firm,Z0569,P_224,4,41,15540,0,1,0,682296,246140,1993,454
B143905,MULTI_RES,Firm,Z0593,P_224,2,27,14020,0,1,0,682348,246162,2045,476
B143906,OFFICE,Landlord,Z1264,P_224,1,20,10800,0,1,0,682318,246154,2015,468
B143907,MULTI_RES,Firm,Z1297,P_195,7,39,14860,0,1,0,682325,246023,2022,337
B143908,MULTI_RES,Landlord,Z1267,P_195,3,29,14940,0,1,0,682371,245986,2068,300
B143909,MULTI_RES,Landlord,Z1244,P_195,5,35,13500,0,1,0,682358,246009,2055,323
B143910,MULTI_RES,Landlord,Z1448,P_198,8,45,16900,0,1,0,682240,246042,1937,356
B143911,MULTI_RES,Landlord,Z1253,P_195,1,24,12640,0,1,0,682276,246022,1973,336
B143912,MULTI_RES,Landlord,Z0003,P_198,4,22,11720,0,1,0,682248,246019,1945,333
B143913,MULTI_RES,Firm,Z1510,P_195,8,33,12820,0,1,0,682299,246035,1996,349
B143914,MULTI_RES,Firm,Z1510,P_195,7,32,12480,0,1,0,682293,246048,1990,362
B143915,MULTI_RES,Firm,Z1483,P_195,7,38,14520,0,1,0,682288,246072,1985,386
B143916,MULTI_RES,Firm,Z1512,P_195,8,49,18260,0,1,0,682267,246067,1964,381
B143917,MULTI_RES,Landlord,Z1448,P_198,6,45,16900,0,1,0,682232,246058,1929,372
B143918,MULTI_RES,Landlord,Z1449,P_198,7,20,10800,0,1,0,682210,246056,1907,370
B143919,MULTI_RES,Landlord,Z1449,P_198,8,34,13160,0,1,0,682212,246039,1909,353
B143920,MULTI_RES,Landlord,Z1472,P_198,2,32,12480,0,1,0,682219,246014,1916,328
B143921,MULTI_RES,Landlord,Z0003,P_198,4,23,12180,0,1,0,682219,245988,1916,302
B143922,MULTI_RES,Landlord,Z0003,P_198,2,17,9420,0,1,0,682220,245977,1917,291
B143923,MULTI_RES,Firm,Z0003,P_198,6,17,9420,0,1,0,682222,245967,1919,281
B143924,MULTI_RES,Landlord,Z0003,P_198,13,24,12640,0,1,0,682223,245956,1920,270
B143925,MULTI_RES,Firm,Z0003,P_198,8,31,12140,0,1,0,682251,246005,1948,319
B143926,MULTI_RES,Firm,Z0003,P_198,10,60,22000,0,1,0,682251,245987,1948,301
B143928,MULTI_RES,Landlord,Z0003,P_198,3,16,8960,0,1,0,682253,245958,1950,272
B143929,MULTI_RES,Landlord,Z0003,P_198,5,17,9420,0,1,0,682243,245957,1940,271
B143930,MULTI_RES,Firm,Z0003,P_198,1,16,8960,0,1,0,682234,245955,1931,269
B143931,MULTI_RES,Firm,Z0153,P_27,5,35,13500,0,1,0,682231,245929,1928,243
B143932,MULTI_RES,Landlord,Z0003,P_198,8,48,17920,0,1,0,682261,245967,1958,281
B143933,MULTI_RES,Firm,Z0154,P_27,9,55,20300,0,1,0,682263,245935,1960,249
B143934,MULTI_RES,Firm,Z0154,P_27,5,35,13500,0,1,0,682273,245917,1970,231
B143935,MULTI_RES,Landlord,Z0595,P_195,3,22,11720,0,1,0,682349,245947,2046,261
B143936,MULTI_RES,Landlord,Z1318,P_176,2,20,10800,0,1,0,682314,245912,2011,226
B143937,MULTI_RES,Landlord,Z0596,P_176,2,38,14520,0,1,0,682285,245996,1982,310
B143938,MULTI_RES,Landlord,Z0570,P_176,1,19,10340,0,1,0,682304,245981,2001,295
B143939,MULTI_RES,Landlord,Z1248,P_195,4,38,14520,0,1,0,682333,245985,2030,299
B143940,MULTI_RES,Landlord,Z0567,P_176,2,18,9880,0,1,0,682315,245963,2012,277
B143941,MULTI_RES,Landlord,Z0567,P_176,6,18,9880,0,1,0,682321,245954,2018,268
B143942,MULTI_RES,Landlord,Z1275,P_195,1,14,8040,0,1,0,682347,245966,2044,280
B143943,MULTI_RES,Landlord,Z1574,P_176,8,43,16220,0,1,0,682332,245930,2029,244
B143944,MULTI_RES,Landlord,Z0150,P_176,3,19,10340,0,1,0,682288,245971,1985,285
B143945,MULTI_RES,Landlord,Z0150,P_176,2,19,10340,0,1,0,682291,245960,1988,274
B143946,MULTI_RES,Landlord,Z0149,P_176,4,20,10800,0,1,0,682298,245943,1995,257
B143947,MULTI_RES,Landlord,Z0149,P_176,3,20,10800,0,1,0,682300,245931,1997,245
B143948,MULTI_RES,Firm,Z1318,P_176,4,22,11720,0,1,0,682304,245906,2001,220
B143949,MULTI_RES,Firm,Z0153,P_27,7,43,16220,0,1,0,682233,245911,1930,225
B143950,MULTI_RES,Firm,Z0153,P_27,8,40,15200,0,1,0,682235,245892,1932,206
B143951,MULTI_RES,Landlord,Z0152,P_23,3,21,11260,0,1,0,682237,245842,1934,156
B143952,MULTI_RES,Landlord,Z1315,P_23,1,28,14480,0,1,0,682258,245833,1955,147
B143953,MULTI_RES,Landlord,Z0151,P_23,5,32,12480,0,1,0,682289,245867,1986,181
B143954,MULTI_RES,Firm,Z0153,P_27,7,34,13160,0,1,0,682252,245879,1949,193
B143955,MULTI_RES,Landlord,Z0152,P_23,2,20,10800,0,1,0,682266,245860,1963,174
B143956,MULTI_RES,Firm,Z0153,P_27,4,30,11800,0,1,0,682238,245874,1935,188
B143957,MULTI_RES,Landlord,Z0152,P_23,3,20,10800,0,1,0,682254,245853,1951,167
B143959,MULTI_RES,Institution,Z1288,P_62,2,25,13100,0,1,0,682382,245940,2079,254
B143960,MULTI_RES,Landlord,Z0161,P_28,1,16,8960,0,1,0,682322,245893,2019,207
B143961,MULTI_RES,Firm,Z1343,P_28,4,36,13840,0,1,0,682346,245894,2043,208
B143962,MULTI_RES,Institution,Z0151,P_23,6,41,15540,0,1,0,682289,245847,1986,161
B143963,MULTI_RES,Firm,Z0151,P_23,6,40,15200,0,1,0,682287,245827,1984,141
B143964,MULTI_RES,Firm,Z1346,P_28,5,40,15200,0,1,0,682325,245853,2022,167
B143965,MULTI_RES,Landlord,Z0151,P_23,1,25,13100,0,1,0,682287,245807,1984,121
B143966,MULTI_RES,Firm,Z1336,P_28,6,41,15540,0,1,0,682329,245819,2026,133
B143967,MULTI_RES,Landlord,Z0151,P_23,12,56,20640,0,1,0,682289,245786,1986,100
B143969,MULTI_RES,Landlord,Z0151,P_23,6,46,17240,0,1,0,682281,245762,1978,76
B143971,MULTI_RES,Firm,Z0151,P_23,8,46,17240,0,1,0,682260,245757,1957,71
B143977,MULTI_RES,Firm,Z0152,P_23,2,22,11720,0,1,0,682237,245829,1934,143
B143978,MULTI_RES,Landlord,Z0152,P_23,5,16,8960,0,1,0,682238,245818,1935,132
B143979,MULTI_RES,Firm,Z0152,P_23,10,23,12180,0,1,0,682238,245807,1935,121
B143980,MULTI_RES,Landlord,Z0151,P_23,5,30,11800,0,1,0,682240,245785,1937,99
B143981,MULTI_RES,Landlord,Z0151,P_23,7,26,13560,0,1,0,682238,245770,1935,84
B143982,MULTI_RES,Landlord,Z0151,P_23,4,29,14940,0,1,0,682240,245755,1937,69
B144163,MULTI_RES,Landlord,Z1509,P_223,7,19,10340,0,1,0,682166,246201,1863,515
B144164,MULTI_RES,Landlord,Z1476,P_223,3,26,13560,0,1,0,682169,246162,1866,476
B144165,MULTI_RES,Landlord,Z1502,P_223,4,33,12820,0,1,0,682157,246137,1854,451
B144166,MULTI_RES,Firm,Z1479,P_223,1,37,14180,0,1,0,682174,246119,1871,433
B144167,MULTI_RES,Institution,Z1511,P_223,4,18,9880,0,1,0,682178,246097,1875,411
B144168,MULTI_RES,Landlord,Z1509,P_223,3,23,12180,0,1,0,682163,246212,1860,526
B144169,MULTI_RES,Firm,Z1515,P_244,4,13,7580,0,1,0,682149,246190,1846,504
B144170,MULTI_RES,Landlord,Z1504,P_223,2,9,5740,0,1,0,682150,246180,1847,494
B144171,INDUSTRIAL,Landlord,Z1496,P_223,1,30,11800,0,1,0,682151,246158,1848,472
B144172,MULTI_RES,Firm,Z1495,P_153,3,26,13560,0,1,0,682132,246175,1829,489
B144173,MULTI_RES,Landlord,Z1447,P_152,15,153,47300,0,1,0,682096,246130,1793,444
B144174,RETAIL,Firm,Z1447,P_152,1,285,86900,0,1,0,682064,246098,1761,412
B144175,MULTI_RES,Landlord,Z1511,P_223,9,35,13500,0,1,0,682171,246088,1868,402
B144177,MULTI_RES,Institution,Z1459,P_153,12,55,20300,0,1,0,682132,246114,1829,428
B144179,MULTI_RES,Landlord,Z1477,P_155,6,27,14020,0,1,0,682188,246021,1885,335
B144180,MULTI_RES,Landlord,Z1471,P_155,8,34,13160,0,1,0,682159,246018,1856,332
B144181,MULTI_RES,Institution,Z1498,P_155,4,32,12480,0,1,0,682177,246065,1874,379
B144182,MULTI_RES,Landlord,Z1469,P_155,1,14,8040,0,1,0,682153,246061,1850,375
B144183,MULTI_RES,Firm,Z1482,P_154,1,65,23700,0,1,0,682077,246047,1774,361
B144184,MULTI_RES,Firm,Z1508,P_154,8,51,18940,0,1,0,682083,245990,1780,304
B144185,MULTI_RES,Landlord,Z1478,P_155,1,18,9880,0,1,0,682137,246058,1834,372
B144186,MULTI_RES,Landlord,Z1484,P_154,3,18,9880,0,1,0,682111,246054,1808,368
B144187,MULTI_RES,Landlord,Z1471,P_155,7,27,14020,0,1,0,682141,246034,1838,348
B144188,SINGLE_RES,Firm,Z1484,P_154,1,18,9880,0,1,0,682113,246042,1810,356
B144189,MULTI_RES,Landlord,Z1503,P_154,1,28,14480,0,1,0,682109,246022,1806,336
B144190,MULTI_RES,Landlord,Z1471,P_155,5,23,12180,0,1,0,682143,246019,1840,333
B144191,MULTI_RES,Landlord,Z1466,P_154,6,42,15880,0,1,0,682113,245991,1810,305
B144192,MULTI_RES,Landlord,Z1549,P_156,3,24,12640,0,1,0,682199,245947,1896,261
B144193,MULTI_RES,Landlord,Z1549,P_156,3,17,9420,0,1,0,682187,245944,1884,258
B144194,MULTI_RES,Landlord,Z1939,P_156,6,27,14020,0,1,0,682165,245942,1862,256
B144195,MULTI_RES,Firm,Z1489,P_156,8,42,15880,0,1,0,682150,245985,1847,299
B144196,MULTI_RES,Institution,Z1488,P_154,13,49,18260,0,1,0,682119,245961,1816,275
B144197,MULTI_RES,Landlord,Z1493,P_154,6,31,12140,0,1,0,682123,245939,1820,253
B144198,MULTI_RES,Landlord,Z1939,P_156,7,29,14940,0,1,0,682152,245944,1849,258
B144199,MULTI_RES,Landlord,Z1490,P_156,7,28,14480,0,1,0,682194,245996,1891,310
B144200,MULTI_RES,Landlord,Z1480,P_156,7,33,12820,0,1,0,682173,245995,1870,309
B144201,MULTI_RES,Firm,Z1481,P_156,9,39,14860,0,1,0,682191,245973,1888,287
B144202,MULTI_RES,Institution,Z1549,P_156,5,16,8960,0,1,0,682199,245958,1896,272
B144203,MULTI_RES,Landlord,Z1489,P_156,4,26,13560,0,1,0,682152,245968,1849,282
B144204,MULTI_RES,Firm,Z0155,P_26,5,28,14480,0,1,0,682186,245920,1883,234
B144205,MULTI_RES,Landlord,Z1551,P_26,11,40,15200,0,1,0,682160,245890,1857,204
B144206,MULTI_RES,Firm,Z0158,P_26,6,41,15540,0,1,0,682172,245842,1869,156
B144207,MULTI_RES,Landlord,Z0156,P_26,15,36,13840,0,1,0,682160,245917,1857,231
B144208,MULTI_RES,Firm,Z0155,P_26,5,34,13160,0,1,0,682200,245919,1897,233
B144209,MULTI_RES,Firm,Z0155,P_26,5,27,14020,0,1,0,682202,245902,1899,216
B144210,MULTI_RES,Landlord,Z0155,P_26,5,33,12820,0,1,0,682204,245884,1901,198
B144211,MULTI_RES,Landlord,Z0155,P_26,4,28,14480,0,1,0,682191,245879,1888,193
B144212,MULTI_RES,Landlord,Z0157,P_26,7,42,15880,0,1,0,682204,245855,1901,169
B144213,MULTI_RES,Institution,Z1491,P_154,3,36,13840,0,1,0,682088,245962,1785,276
B144214,MULTI_RES,Firm,Z0159,P_144,3,41,15540,0,1,0,682104,245884,1801,198
B144215,MULTI_RES,Firm,Z1688,P_144,7,31,12140,0,1,0,682104,245853,1801,167
B144216,MULTI_RES,Firm,Z1688,P_144,5,30,11800,0,1,0,682108,245834,1805,148
B144217,MULTI_RES,Landlord,Z1463,P_144,5,41,15540,0,1,0,682100,245909,1797,223
B144218,MULTI_RES,Landlord,Z1507,P_154,6,21,11260,0,1,0,682102,245937,1799,251
B144219,MULTI_RES,Landlord,Z1507,P_154,2,19,10340,0,1,0,682093,245936,1790,250
B144220,MULTI_RES,Landlord,Z0160,P_144,4,32,12480,0,1,0,682128,245910,1825,224
B144221,MULTI_RES,Landlord,Z1550,P_144,7,39,14860,0,1,0,682132,245884,1829,198
B144222,MULTI_RES,Firm,Z1688,P_144,11,50,18600,0,1,0,682137,245851,1834,165
B144223,MULTI_RES,Firm,Z0042,P_25,6,31,12140,0,1,0,682171,245786,1868,100
B144224,MULTI_RES,Landlord,Z0042,P_25,9,36,13840,0,1,0,682170,245805,1867,119
B144225,MULTI_RES,Institution,Z0042,P_25,10,30,11800,0,1,0,682207,245822,1904,136
B144226,MULTI_RES,Institution,Z0042,P_25,16,34,13160,0,1,0,682207,245805,1904,119
B144227,MULTI_RES,Institution,Z0042,P_25,11,30,11800,0,1,0,682207,245788,1904,102
B144228,MULTI_RES,Firm,Z0041,P_41,8,42,15880,0,1,0,682024,246077,1721,391
B144229,MULTI_RES,Firm,Z0041,P_41,9,37,14180,0,1,0,682010,246066,1707,380
B144230,MULTI_RES,Firm,Z0041,P_41,8,42,15880,0,1,0,681997,246055,1694,369
B144231,MULTI_RES,Firm,Z0041,P_41,1,13,7580,0,1,0,682037,246069,1734,383
B144232,MULTI_RES,Firm,Z0041,P_41,8,54,19960,0,1,0,682041,246050,1738,364
B144233,HOTEL,Firm,Z1548,P_41,1,420,127400,0,1,0,682038,245978,1735,292
B144234,MULTI_RES,Landlord,Z0565,P_41,10,104,32600,0,1,0,682046,245905,1743,219
B144235,RETAIL,Landlord,Z0566,P_41,1,143,44300,0,1,0,681999,245972,1696,286
B144236,MULTI_RES,Landlord,Z0566,P_41,2,60,22000,0,1,0,682012,245916,1709,230
B144237,INDUSTRIAL,Firm,Z0566,P_41,1,229,70100,0,1,0,682024,245868,1721,182
B144238,MULTI_RES,Landlord,Z0565,P_41,7,83,29820,0,1,0,682067,245909,1764,223
B144239,MULTI_RES,Firm,Z1555,P_41,4,34,13160,0,1,0,682056,245863,1753,177
B144240,MULTI_RES,Firm,Z1555,P_41,2,36,13840,0,1,0,682072,245867,1769,181
B144241,MULTI_RES,Firm,Z1557,P_41,2,34,13160,0,1,0,682063,245831,1760,145
B144242,MULTI_RES,Firm,Z1557,P_41,4,35,13500,0,1,0,682078,245835,1775,149
B144243,MULTI_RES,Landlord,Z1556,P_41,3,31,12140,0,1,0,682069,245799,1766,113
B144244,MULTI_RES,Landlord,Z1556,P_41,5,35,13500,0,1,0,682084,245803,1781,117
B144245,MULTI_RES,Firm,Z1330,P_41,11,73,26420,0,1,0,682083,245767,1780,81
B144246,MULTI_RES,Firm,Z0042,P_25,10,37,14180,0,1,0,682172,245767,1869,81
B144247,MULTI_RES,Landlord,Z1309,P_24,4,31,12140,0,1,0,682174,245741,1871,55
B144248,MULTI_RES,Landlord,Z1309,P_24,5,31,12140,0,1,0,682175,245726,1872,40
B144251,MULTI_RES,Firm,Z1520,P_24,4,32,12480,0,1,0,682211,245742,1908,56
B144252,MULTI_RES,Firm,Z1520,P_24,6,33,12820,0,1,0,682211,245727,1908,41
