2015,2016,2017,2018,2019
3.636713469,-9.520318242,-33.21993968,28.7131857,13.78939642
6.884460641,-7.841437219,-32.37707945,25.8938712,10.09596954
7.779394956,-7.150046228,-31.35483026,25.73145625,7.624906774
6.353804076,-8.465133056,-25.93003543,24.41455062,6.702690553
6.077867783,-3.784145359,-22.69889159,23.61472661,-0.447633952
4.714301824,-4.421955923,-20.56333379,24.35390582,-0.857873935
4.740191598,-9.025078308,-19.309406,28.03575284,0.127655854
5.868889457,-9.74729194,-19.73917516,28.70003138,-0.376025794
5.92653871,-9.492883594,-19.60564377,28.34464487,-0.552618837
8.90820526,-6.964454315,-22.51976649,24.56436307,-0.761465921
9.99090854,-4.137567515,-28.76842324,24.51029943,0.67988446
8.675545717,-4.422934738,-23.63155841,21.54015155,0.08621659
10.41790858,-5.370417051,-23.02728412,18.61707774,1.130216383
8.162236292,-3.33057517,-22.13210541,18.20681111,0.715160484
5.972511989,-1.407008254,-19.97725705,18.57621591,-1.394916518
9.937927318,-0.722550654,-22.03758195,17.55982251,-3.551102995
20.63051622,-5.565494185,-11.03955221,12.33206063,-14.91073136
6.871677456,-2.909626264,-3.849125882,16.2732116,-13.34484366
2.590830002,1.688602917,-18.45524195,14.29010024,0.705737971
0.572880507,1.191823924,-17.99399071,14.02718334,3.117276103
0.03222454,1.349718742,-15.96121362,14.15875755,1.562571591
1.353484173,0.098357041,-14.14835341,18.69480002,-3.66046521
3.671554394,-9.139281306,-9.523660423,25.94768917,-5.796413059
4.808424384,-6.963722685,-12.88751426,30.36213055,-9.851605208
4.406045932,-7.490757962,-13.41313992,32.63546369,-10.19669165
5.386150594,-6.957169026,-16.74092627,33.19778523,-9.242347559
5.551692129,-6.682214209,-17.07408075,33.45480273,-9.62023638
5.292505659,-5.712754009,-15.73016328,31.51837921,-10.08986217
6.459864286,-4.301199855,-15.99002806,28.95116603,-10.56318579
5.918361631,-4.880090681,-15.71602474,30.65434846,-10.97386107
4.856314219,-7.481787153,-12.79793707,32.70531368,-11.27790136
4.967722702,-7.297676923,-12.09189462,31.88566521,-11.57747744
5.323968206,-7.39777193,-13.05333339,31.33970976,-10.53163302
8.849474465,-4.751995269,-19.76321806,26.56649109,-7.218679497
9.808463277,-2.077957765,-21.6467529,25.55147147,-8.64593553
9.709382539,0.190010666,-21.31844739,23.13428996,-9.414026758
10.58115679,-2.746515077,-16.70741462,20.70152826,-9.282111169
7.800234296,0.226153976,-16.20255806,18.56647829,-8.460869958
7.068133621,1.436603195,-18.4694458,19.69209174,-7.901188189
7.313977783,2.36506385,-21.78602469,20.12872403,-6.539180834
3.534372368,-5.763230892,-5.28502871,18.67908903,-7.400699761
-1.118328201,-1.433814375,-6.03888308,25.27737004,-11.98434348
5.643057977,1.875584372,-10.46148424,16.82639817,-11.84927546
4.022027239,1.35663994,-7.52513315,17.99665209,-13.19115231
3.304736973,1.468866244,-4.470769851,16.18671431,-13.88648723
-0.642907317,1.039630337,-2.398165309,17.03501276,-11.90702403
3.254786348,-5.487675794,2.92280186,13.02757737,-10.3025884
5.745959361,-6.926715223,4.361068435,14.73182439,-13.923878
7.435423986,-6.991128764,1.97657142,16.28826278,-14.67927011
7.587087851,-6.09008271,-0.510676343,16.78338024,-13.98373694
7.89626815,-3.732547765,-4.068505518,17.07114457,-13.92666872
6.971075024,-2.225372023,-5.227848801,15.64255603,-12.45730176
5.904905078,0.880298999,-6.586704374,14.73237556,-12.83965175
5.420952377,-1.809271409,-1.898806158,14.00678747,-13.01977809
4.767987706,-3.05812172,2.050750922,12.93235875,-13.67246293
5.054418172,-5.544743035,2.313103944,13.27220387,-11.73127618
5.394396603,-4.630666365,1.214526685,13.87818576,-12.58185872
8.11650746,-4.118427242,-5.026252174,17.46735032,-13.18055546
9.274065501,-1.251519812,-13.36975953,20.63329925,-12.5408095
10.38947258,-1.55108933,-14.67419091,20.69722277,-12.2308772
8.629538343,-0.231511819,-11.75135255,18.84725922,-13.03800767
6.138466699,1.206714192,-9.168532959,16.90240849,-12.84441835
5.052328333,1.722915908,-11.09820958,17.38929177,-10.9505628
6.410831218,0.577945881,-10.64031275,18.73535417,-12.56638931
0.790904155,-2.828693449,-6.71760178,25.11752314,-11.66564949
1.128571213,2.471919611,-3.427727419,17.37608631,-14.64803768
3.474273411,1.116515953,-8.109566355,18.62785009,-12.34160075
2.804921138,0.738224786,-5.880332714,17.52952926,-12.36956054
2.563148399,0.9919781,-6.812942239,18.41421586,-12.26699123
2.397468932,3.138873793,-10.47623259,19.34465094,-11.90801414
3.566845969,8.018828851,-17.56521506,18.21977237,-11.20935113
6.756166386,12.74694239,-30.66946097,20.32381517,-9.572891783
9.161678013,7.96913748,-32.99069064,23.69510438,-7.368711579
10.80210889,5.953228555,-32.81863886,25.34795735,-8.300461215
10.95242467,8.342727177,-34.23614537,24.2579166,-8.944424313
8.348857574,11.65673094,-29.81253026,21.11856257,-11.409057
7.597623227,14.26808964,-31.08822133,20.79209018,-12.10945713
6.110239758,14.86693642,-32.36659208,18.79995736,-8.505552662
5.432116955,14.84849228,-31.3729672,16.81574813,-7.102711687
7.060269035,13.77755994,-34.74815909,18.75033028,-6.094807438
8.090071578,10.26696994,-32.69827032,19.95636526,-6.086641018
11.21869104,7.985312772,-46.577145,30.99977794,-3.086559134
10.85525448,8.014217063,-44.69523081,31.27676139,-4.660848744
11.00249975,6.293176847,-37.98903319,28.22126173,-6.516179087
8.853802448,6.529739529,-29.13263021,22.2440302,-7.78255984
5.095826623,7.190067254,-25.8822441,16.21969024,-2.781107415
4.078969466,7.026499352,-24.94466338,18.2928954,-4.054672392
8.458870767,4.919338238,-26.75726813,18.99856999,-5.153301571
-2.133312347,-7.139840924,-3.690826101,44.47017561,-22.06445691
3.467231636,-5.436949876,-2.786607888,23.72221647,-13.96103825
6.339965051,6.439483581,-25.31123811,23.93319363,-9.892033123
5.15894796,7.83725016,-25.16845259,25.14790248,-11.31904862
6.430799913,8.847987487,-27.08272266,23.81321376,-10.95052047
6.94643478,11.31580293,-26.06419236,18.58842838,-10.95279693
10.9986214,14.87409306,-35.75898201,15.12801795,-7.545288733
14.7730532,18.94143672,-51.38893184,22.43789479,-7.655979787
16.97215095,21.22355255,-61.67082096,28.66794786,-8.136791913
16.28366029,18.43745402,-58.74434005,29.10151778,-7.338865967
15.6607621,16.59646146,-55.14074573,28.61897034,-7.529746937
15.17926164,14.81408108,-54.68883435,27.0599687,-4.234656724
16.09920058,13.72755126,-49.95299658,23.59602698,-5.482532098
16.94804498,15.88047833,-52.41212222,23.32723778,-6.298819662
16.10631615,15.19627778,-50.0081098,21.34007336,-5.261512748
11.70424164,16.73703622,-49.88719774,22.48565687,-3.468177978
12.12531333,14.98601873,-51.60350219,25.08545563,-2.496259138
16.56423236,8.014856603,-56.63066266,33.62634044,-1.643323071
17.47743329,8.821316197,-57.96587543,35.34915788,-3.640291339
14.76177925,5.328591146,-42.67374107,30.70746195,-7.07176105
13.85620625,3.382942333,-33.17541909,26.97721903,-9.575698904
9.581900224,5.526276577,-30.28073922,22.52388933,-6.612114137
8.575365026,6.944313309,-30.60482937,23.58846631,-7.700401246
9.788429048,6.112081122,-30.81916614,23.7093273,-7.930069682
5.786255029,-10.33246501,5.830736201,14.30443982,-11.19214012
6.527673221,-6.568034343,-0.462580631,12.7452027,-9.194617211
12.55825885,7.53660045,-28.06019074,18.31352844,-10.52424293
9.759809963,5.913860124,-21.4881747,15.77968969,-9.762146264
12.28188541,5.56010344,-22.35299038,13.84545613,-9.638031318
13.10311838,6.108301741,-24.45100007,14.42426583,-9.657214163
24.5573695,1.02586605,-38.00317583,21.22064624,-9.01543466
30.45976612,0.710833357,-51.22268037,29.40785663,-9.345410726
33.50945178,5.795474726,-73.42018756,38.8662961,-5.634390225
32.0435626,6.008191296,-75.654001,39.74073886,-3.051550493
29.41564292,3.391647633,-65.25229603,36.56145955,-4.301922432
26.70947493,2.072835063,-56.67057656,33.10853594,-5.046365837
21.34401607,2.559876313,-50.05905943,30.64989264,-4.073754103
23.75965791,1.516834756,-49.49478439,28.92181954,-4.531389544
26.08729075,0.196137294,-48.35005175,28.15984352,-5.885297669
25.72440021,1.168937184,-50.44563105,29.4829167,-5.753820239
26.22222095,1.821093344,-53.70836258,32.20594734,-6.216561075
25.25857058,3.095951592,-60.32418211,39.25263256,-6.294833831
24.28099634,-1.203011567,-57.80107801,41.95462036,-4.97723944
21.23460196,-1.086131411,-54.39106372,38.26539586,-2.111354597
